event_id,event_date,event_type,symbol,node,asset_type,source,transmission_order,confidence,evidence_label,supporting_case_ids,evidence_reason,baseline_type,expected_direction,car,standardized_car,direction,hit,missing_data_reason,t0_date,alpha,beta
candidate_d41a5f82d14a,2025-10-10,critical minerals resource restrictions,QQQ,broad_market_growth,equity_etf,baseline,,,,,,fixed_broad_market_baseline,,0.0005404106625826483,0.1103938150245512,positive,False,,2025-10-10,0.00035563244758932084,1.118632795522948
candidate_d41a5f82d14a,2025-10-10,critical minerals resource restrictions,XLF,financials,equity_etf,baseline,,,,,,fixed_sector_baseline,,-0.001998202539360839,-0.2098497655366118,negative,False,,2025-10-10,-0.0004467470930801399,0.8491948693790201
candidate_d41a5f82d14a,2025-10-10,critical minerals resource restrictions,XLV,healthcare,equity_etf,baseline,,,,,,fixed_sector_baseline,,-0.004810589329967756,-0.29086524520750173,negative,False,,2025-10-10,-0.0014162348919055697,0.5971145903240646
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,FDX,freight_routes,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'freight_routes', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). FedEx Corporation maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.03064919285856449,1.1143620104443959,positive,False,,2025-10-03,-0.001701488800694543,1.1352738410507337
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,UPS,freight_routes,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'freight_routes', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). United Parcel Service Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.03142865347628051,1.139814201897047,positive,False,,2025-10-03,-0.003124483187376057,0.9198133060790405
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,1199.HK,ports,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'ports', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). COSCO SHIPPING Ports Limited maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.014563308304096124,-0.367825509613599,negative,False,,2025-10-03,0.0016833453387690683,0.17510972759517768
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,0144.HK,ports,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'ports', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). China Merchants Port Holdings Company Limited maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.00036933960488082056,0.013018456345805852,positive,False,,2025-10-03,0.001785902981276715,0.09743146329331075
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,XLE,energy,ETF,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware,"Channel support inherited from transmission node 'energy', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Energy Select Sector SPDR Fund maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.000341505256415014,0.016150703319968204,positive,False,,2025-10-03,-0.0015013054696397887,0.9213641105366454
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,XOM,energy,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware,"Channel support inherited from transmission node 'energy', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Exxon Mobil Corporation maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.019741383956003056,0.8377920431824454,positive,False,,2025-10-03,-0.0010097520941147033,0.6432719502818609
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,KNIN.SW,logistics,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'logistics', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Kuehne + Nagel International AG maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.03058096924646576,0.922726696958219,positive,False,,2025-10-03,-0.002278262419093242,0.08055865428366976
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,JBHT,logistics,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'logistics', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). J B Hunt Transport Services Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.06803674117119893,2.0892022494154374,positive,True,,2025-10-03,-0.0023714603937618154,1.1525053888683605
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,CIBR,cyber_infrastructure,ETF,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'cyber_infrastructure', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). First Trust NASDAQ Cybersecurity ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.005915222815758033,0.41928181052538743,positive,False,,2025-10-03,0.00020038553224992052,0.9479758654988256
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,CRWD,cyber_infrastructure,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware;case_2023_port_of_nagoya_cyberattack,"Channel support inherited from transmission node 'cyber_infrastructure', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). CrowdStrike Holdings Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.017486057101864808,-0.4564058388990359,negative,False,,2025-10-03,0.0010571056922183868,1.3668529796057123
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,ENB,pipeline_infrastructure,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware,"Channel support inherited from transmission node 'pipeline_infrastructure', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Enbridge Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-9.08944953763053e-06,-0.00047687300677359574,negative,False,,2025-10-03,0.0009644816694803739,0.16660376037759253
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,TRP.TO,pipeline_infrastructure,Stock,georisk,first_order,0.64,sector_proxy,case_cyberattack_pipeline_port_infrastructure;case_2021_colonial_pipeline_ransomware,"Channel support inherited from transmission node 'pipeline_infrastructure', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). TC Energy Corporation maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.00931655469498295,0.4863838856577439,positive,False,,2025-10-03,0.00015017866524769308,0.3332293668910829
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,QQQ,broad_market_growth,equity_etf,baseline,,,,,,fixed_broad_market_baseline,,0.0011432457876646793,0.2229048616048247,positive,False,,2025-10-03,0.0003284313906360192,1.1185120314740347
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,XLF,financials,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.0031954546054448335,0.3320825698954437,positive,False,,2025-10-03,-0.0004905566331813604,0.865944356202387
candidate_355782516069,2025-10-03,cyberattack critical infrastructure,XLV,healthcare,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.00539497662327894,0.3162843472098569,positive,False,,2025-10-03,-0.0011252883488588696,0.5460691606459321
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,EXPD,trade_lanes,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'trade_lanes', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Expeditors International of Washington Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.023255981085831573,1.014748745434254,positive,False,,2025-10-14,-0.0006268198414277247,0.8467159007880923
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,DHL.DE,trade_lanes,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'trade_lanes', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). DHL Group maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.005335727320100506,0.19121308134023754,positive,False,,2025-10-14,0.0005816296459311413,0.05712966203806572
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,DSGX,customs,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'customs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). The Descartes Systems Group Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.00315981033609246,0.10504469339292129,positive,False,,2025-10-14,-0.00212128033210155,0.8991046765433707
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,CHRW,customs,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'customs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). C H Robinson Worldwide Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.0034622507367122633,0.09695953661932671,positive,False,,2025-10-14,0.001981741494961568,0.6651238476687005
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,DE,manufacturing_inputs,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Deere & Company maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.007374329665082777,-0.3135697132231907,negative,False,,2025-10-14,-0.0012860858668786264,0.8771777399630252
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,CAT,manufacturing_inputs,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Caterpillar Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.05912580244797946,3.3171211968628227,positive,True,,2025-10-14,0.002068745771898001,1.0522095976073713
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,ADM,agriculture,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs,"Channel support inherited from transmission node 'agriculture', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Archer-Daniels-Midland Company maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.027603348870217807,1.0073225587652572,positive,False,,2025-10-14,0.00201571732672792,0.41175064421035085
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,MOO,agriculture,ETF,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs,"Channel support inherited from transmission node 'agriculture', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). VanEck Agribusiness ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.003826378411617868,0.3176777013277121,positive,False,,2025-10-14,0.00015006750295440028,0.5719394642563989
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,KNIN.SW,logistics,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'logistics', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Kuehne + Nagel International AG maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.017250236199591314,0.5253067442250544,positive,False,,2025-10-14,-0.002191363292214595,0.09540978576944437
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,JBHT,logistics,Stock,georisk,first_order,0.64,sector_proxy,case_2018_2019_us_china_tariffs;case_2024_ev_tariff_escalation_china;case_2023_mexico_nearshoring_cross_border_policy_risk,"Channel support inherited from transmission node 'logistics', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). J B Hunt Transport Services Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.0019024061609454737,-0.06260565333064226,negative,False,,2025-10-14,-0.0024082358970234155,1.1752974053650036
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,QQQ,broad_market_growth,equity_etf,baseline,,,,,,fixed_broad_market_baseline,,-0.0001292303802905275,-0.026726121624423938,negative,False,,2025-10-14,0.00026803681214339456,1.1282366042033047
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,XLF,financials,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.006472145316332204,0.7395263372655443,positive,False,,2025-10-14,-0.00012342193029576032,0.7810580878397865
candidate_03b2368e1784,2025-10-14,trade restrictions tariffs,XLV,healthcare,equity_etf,baseline,,,,,,fixed_sector_baseline,,-0.004253618678265517,-0.2558466708698133,negative,False,,2025-10-14,-0.0008904426578839954,0.5436996425123668
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,DSGX,customs,Stock,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls;case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'customs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). The Descartes Systems Group Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.02230858468321109,-0.7378395759537262,negative,False,,2025-11-10,-0.0027208881515282555,1.1353961590429635
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,CHRW,customs,Stock,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls;case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'customs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). C H Robinson Worldwide Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.007140706611423823,-0.1983279300742111,negative,False,,2025-11-10,0.001604968463082232,1.007668070519553
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,DE,manufacturing_inputs,Stock,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls;case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Deere & Company maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.004445854693058471,-0.18641527914317646,negative,False,,2025-11-10,-0.001090204378630913,0.7078852208421115
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,CAT,manufacturing_inputs,Stock,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls;case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Caterpillar Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.03281664578029395,-1.608949543242817,negative,False,,2025-11-10,0.002120019792170344,1.238503424637937
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,REMX,critical_minerals,ETF,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls;case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'critical_minerals', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). VanEck Rare Earth and Strategic Metals ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.04375370515387486,0.9165434698054086,positive,False,,2025-11-10,0.0037250034043569617,1.014324889468643
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,PICK,critical_minerals,ETF,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls;case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'critical_minerals', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). iShares MSCI Global Metals & Mining Producers ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.0012293912804115172,0.0665325085519286,positive,False,,2025-11-10,0.0007563116074861122,0.9239100495828275
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,MP,rare_earths,Stock,georisk,first_order,0.64,sector_proxy,case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'rare_earths', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). MP Materials Corp maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.1621314346235108,1.3442048458601488,positive,False,,2025-11-10,0.010512016401809368,-0.2746022856368953
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,LYSDY,rare_earths,ADR,georisk,first_order,0.64,sector_proxy,case_2010_china_japan_rare_earth_embargo,"Channel support inherited from transmission node 'rare_earths', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Lynas Rare Earths Ltd ADR maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.08537186341369693,1.1870940203017872,positive,False,,2025-11-10,0.006814247334562659,0.05284062845679341
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,NEO.TO,gallium_germanium_graphite,Stock,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls,"Channel support inherited from transmission node 'gallium_germanium_graphite', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Neo Performance Materials Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.013791552924043316,0.21020381907647642,positive,False,,2025-11-10,0.0027210951732460193,1.1568234492448088
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,SYR.AX,gallium_germanium_graphite,Stock,georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls;case_2023_china_graphite_battery_export_controls,"Channel support inherited from transmission node 'gallium_germanium_graphite', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Syrah Resources Ltd maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.07354641936904208,0.6965494693862235,positive,False,,2025-11-10,0.004110228821348149,0.6267582309692044
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,QQQ,broad_market_growth,equity_etf,baseline,,,,,,fixed_broad_market_baseline,,-0.006655827105006381,-1.4176606313178013,negative,False,,2025-11-10,0.0001715510154493894,1.1890271548881317
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,XLF,financials,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.0004182598613729719,0.046041836897889814,positive,False,,2025-11-10,-0.0008288443075467067,0.9142170030711195
candidate_fba3f59c71da,2025-11-09,critical minerals resource restrictions,XLV,healthcare,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.021736545123669408,1.3197798804250649,positive,False,,2025-11-10,-0.0004534153467410166,0.6293115168049701
candidate_ff6378fbb36b,2025-11-09,critical minerals resource restrictions,ACWI,broad_etf,ETF,georisk,first_order,0.35,inference_only,,"iShares MSCI ACWI ETF is mapped from asset_mapping.csv via node 'broad_etf' (a first-order (directly implicated) node), but retrieved cases do not corroborate this channel. Inference-only risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.002540937215678869,0.8324155127820964,positive,False,,2025-11-10,6.423357573506945e-05,0.8814926438885874
candidate_ff6378fbb36b,2025-11-09,critical minerals resource restrictions,QQQ,broad_market_growth,equity_etf,baseline,,,,,,fixed_broad_market_baseline,,-0.006655827105006381,-1.4176606313178013,negative,False,,2025-11-10,0.0001715510154493894,1.1890271548881317
candidate_ff6378fbb36b,2025-11-09,critical minerals resource restrictions,XLF,financials,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.0004182598613729719,0.046041836897889814,positive,False,,2025-11-10,-0.0008288443075467067,0.9142170030711195
candidate_ff6378fbb36b,2025-11-09,critical minerals resource restrictions,XLV,healthcare,equity_etf,baseline,,,,,,fixed_sector_baseline,,0.021736545123669408,1.3197798804250649,positive,False,,2025-11-10,-0.0004534153467410166,0.6293115168049701
candidate_130fb98e42bb,2025-11-10,critical minerals resource restrictions,CB,marine_insurance,Stock,georisk,second_order,0.64,sector_proxy,case_2019_cosco_shipping_sanctions_tanker_market;case_2023_arctic_lng_russian_energy_shipping_sanctions,"Channel support inherited from transmission node 'marine_insurance', which is a second-order (analog-corroborated) node corroborated by 2 retrieved case(s). Chubb Limited maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.03071247012400286,1.6046194086256818,positive,False,,2025-11-10,-0.0003777642676095743,0.17057439644038194
