event_id,event_name,node,supporting_case_ids,audit_mechanism_label,asset_count,tickers,weak_mechanism,current_event_type,current_event_nodes,current_event_industries,same_event_type_fraction,max_event_type_token_similarity,mean_event_type_token_similarity,support_pairwise_event_type_jaccard,non_target_node_overlap_count,non_target_node_overlap,specific_node_overlap_count,specific_node_overlap,support_pairwise_non_target_node_jaccard,support_pairwise_specific_node_jaccard,industry_overlap_count,industry_overlap,support_pairwise_industry_jaccard,support_pairwise_asset_type_jaccard,shock_direction_available,shock_direction_agreement,support_pairwise_chain_token_jaccard,supporting_case_event_types,supporting_case_nodes,rule_1_event_type_and_node,rule_2_specific_node_or_industry,rule_3_support_context_similarity,rule_4_event_and_asset_context,rule_5_node_or_asset_context,rule_6_support_mechanism_overlap
eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,defense,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,consistent,2,ITA;LMT,False,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.037037037037037035,0.08095238095238096,5,ai_chips;customs;data_centers;foundry;semiconductor_equipment,4,ai_chips;data_centers;foundry;semiconductor_equipment,0.25925925925925924,0.26666666666666666,2,electronics;semiconductors,0.34259259259259256,0.2632275132275132,False,,0.2147182936949344,taiwan strait semiconductor supply-chain disruption;regional military tension and semiconductor supply risk;rare earth export restriction and electronics input disruption,ai_chips;critical_minerals;customs;data_centers;defense;foundry;manufacturing_inputs;rare_earths;semiconductor_equipment;taiwan_semiconductor_supply;trade_lanes,False,True,True,False,True,True
eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,trade_lanes,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,weak_cooccurrence,2,DHL.DE;EXPD,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.05555555555555555,0.08333333333333333,1,customs,0,,0.5,0.5,1,electronics,0.1111111111111111,0.0,False,,0.10714285714285714,rare earth export restriction and electronics input disruption;forced-labor import restriction and customs compliance risk,critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,False,True,False,False,True,False
eval_food_export_grain_restriction,eval_food_export_grain_restriction,energy,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,weak_cooccurrence,2,XLE;XOM,True,grain_export_disruption,agriculture;fertilizer;freight_routes;grain_exports;logistics;maritime_chokepoint,agriculture;fertilizer;food production;grain trading;shipping,0.0,0.2,0.11428571428571428,0.037037037037037035,5,agriculture;fertilizer;freight_routes;logistics;maritime_chokepoint,1,fertilizer,0.12037037037037036,0.0,4,agriculture;fertilizer;food production;shipping,0.07407407407407407,0.0,False,,0.04945054945054945,fertilizer export restriction and agricultural input shock;financial sanctions and trade finance restriction;shipping chokepoint disruption,agriculture;container_shipping;customs;energy;fertilizer;financial_sanctions;freight_routes;logistics;manufacturing_inputs;maritime_chokepoint;payment_networks;ports;trade_lanes,True,True,False,True,True,False
eval_food_export_grain_restriction,eval_food_export_grain_restriction,marine_insurance,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,consistent,2,CB;TRV,False,grain_export_disruption,agriculture;fertilizer;freight_routes;grain_exports;logistics;maritime_chokepoint,agriculture;fertilizer;food production;grain trading;shipping,0.0,0.42857142857142855,0.3142857142857143,0.25,5,agriculture;freight_routes;grain_exports;logistics;maritime_chokepoint,1,grain_exports,0.375,0.0,3,agriculture;grain trading;shipping,0.1111111111111111,0.1111111111111111,False,,0.1111111111111111,war-related maritime insurance and grain export disruption;maritime security disruption,agriculture;container_shipping;freight_routes;grain_exports;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,True,True,True,True,True,True
eval_huawei_entity_list,eval_huawei_entity_list,critical_minerals,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,mixed,2,PICK;REMX,False,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.05555555555555555,0.08333333333333333,1,customs,0,,0.5,0.0,1,electronics,0.1111111111111111,0.0,False,,0.10714285714285714,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption,critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,False,True,False,False,True,False
eval_huawei_entity_list,eval_huawei_entity_list,defense,case_2024_taiwan_strait_drills_semiconductor_supply;case_2010_china_japan_rare_earth_embargo;case_taiwan_strait_semiconductor_risk;case_2019_turkey_f35_s400_defense_restrictions,weak_cooccurrence,2,ITA;LMT,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.027777777777777776,0.05562770562770563,5,ai_chips;customs;data_centers;foundry;semiconductor_equipment,4,ai_chips;data_centers;foundry;semiconductor_equipment,0.2612433862433862,0.19444444444444445,2,electronics;semiconductors,0.27314814814814814,0.16865079365079363,False,,0.1382233443783314,taiwan strait semiconductor supply-chain disruption;rare earth export restriction and electronics input disruption;regional military tension and semiconductor supply risk;defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain;ai_chips;critical_minerals;customs;data_centers;defense;foundry;manufacturing_inputs;rare_earths;semiconductor_equipment;taiwan_semiconductor_supply;trade_lanes,False,True,True,False,True,True
eval_huawei_entity_list,eval_huawei_entity_list,trade_lanes,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,weak_cooccurrence,2,DHL.DE;EXPD,True,technology_export_controls,ai_chips;customs;data_centers;eda_software;foundry;semiconductor_equipment,chip equipment;electronics;semiconductors,0.0,0.1111111111111111,0.037037037037037035,0.09141414141414142,2,customs;semiconductor_equipment,1,semiconductor_equipment,0.40476190476190477,0.16666666666666666,1,electronics,0.2037037037037037,0.037037037037037035,False,,0.13590421923755258,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption;defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain;critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,False,True,True,False,True,False
eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,defense,case_2022_abu_dhabi_oil_facility_attack;case_israel_iran_escalation_energy_risk;case_1987_1988_tanker_war_reflagging,consistent,2,ITA;LMT,False,energy_infrastructure_disruption,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining,0.0,1.0,0.4226190476190476,0.12261904761904761,5,aviation;energy;oil_shipping;petrochemicals;refining,3,oil_shipping;petrochemicals;refining,0.36574074074074076,0.3888888888888889,4,aviation;oil;petrochemicals;refining,0.12037037037037036,0.4166666666666667,False,,0.20616340181557571,energy infrastructure disruption;regional military escalation and energy chokepoint risk;maritime chokepoint security and oil shipping disruption,aviation;defense;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining,True,True,True,True,True,True
eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,logistics,case_2011_libya_civil_war_oil_disruption;case_1987_1988_tanker_war_reflagging,weak_cooccurrence,2,JBHT;KNIN.SW,True,energy_infrastructure_disruption,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining,0.0,0.3333333333333333,0.22916666666666666,0.2222222222222222,5,aviation;energy;oil_shipping;petrochemicals;refining,3,oil_shipping;petrochemicals;refining,0.2,0.3333333333333333,4,aviation;oil;petrochemicals;refining,0.0,0.1111111111111111,False,,0.06896551724137931,civil conflict and oil infrastructure supply disruption;maritime chokepoint security and oil shipping disruption,aviation;defense;energy;freight_routes;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining;trade_lanes,True,True,True,True,True,True
eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,marine_insurance,case_israel_iran_escalation_energy_risk;case_hormuz_tanker_tensions;case_1987_1988_tanker_war_reflagging,consistent,2,CB;TRV,False,energy_infrastructure_disruption,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining,0.0,0.2,0.15595238095238095,0.23968253968253966,3,energy;oil_shipping;refining,2,oil_shipping;refining,0.5694444444444444,0.5555555555555556,2,oil;refining,0.4074074074074074,0.4880952380952381,False,,0.24492753623188404,regional military escalation and energy chokepoint risk;energy chokepoint security risk;maritime chokepoint security and oil shipping disruption,defense;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;refining,True,True,True,True,True,True
eval_middle_east_oil_infrastructure_attack,eval_middle_east_oil_infrastructure_attack,maritime_chokepoint,case_israel_iran_escalation_energy_risk;case_hormuz_tanker_tensions;case_1987_1988_tanker_war_reflagging,consistent,2,BOAT;MATX,False,energy_infrastructure_disruption,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining,0.0,0.2,0.15595238095238095,0.23968253968253966,3,energy;oil_shipping;refining,2,oil_shipping;refining,0.5694444444444444,0.5555555555555556,2,oil;refining,0.4074074074074074,0.4880952380952381,False,,0.24492753623188404,regional military escalation and energy chokepoint risk;energy chokepoint security risk;maritime chokepoint security and oil shipping disruption,defense;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;refining,True,True,True,True,True,True
eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,freight_routes,case_2021_belarus_potash_sanctions;case_black_sea_grain_export_disruption,consistent,2,FDX;UPS,False,energy_and_agricultural_input_shock,agriculture;energy;fertilizer;manufacturing_inputs;petrochemicals,agriculture;chemicals;fertilizer;food production;natural gas,0.0,0.3333333333333333,0.23809523809523808,0.25,2,agriculture;fertilizer,1,fertilizer,0.42857142857142855,0.5,3,agriculture;fertilizer;food production,0.6666666666666666,0.42857142857142855,False,,0.24,fertilizer sanctions and agricultural input disruption;war-related agricultural export disruption,agriculture;customs;fertilizer;freight_routes;grain_exports;logistics;maritime_chokepoint;trade_lanes,True,True,True,True,True,True
eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,grain_exports,case_black_sea_grain_export_disruption;case_2022_india_wheat_export_ban,consistent,1,BG,False,energy_and_agricultural_input_shock,agriculture;energy;fertilizer;manufacturing_inputs;petrochemicals,agriculture;chemicals;fertilizer;food production;natural gas,0.0,0.14285714285714285,0.07142857142857142,0.1,2,agriculture;fertilizer,1,fertilizer,0.25,0.0,3,agriculture;fertilizer;food production,0.6666666666666666,0.6666666666666666,False,,0.2916666666666667,war-related agricultural export disruption;food export ban and grain trade restriction,agriculture;customs;fertilizer;food_export_controls;freight_routes;grain_exports;logistics;maritime_chokepoint;trade_lanes,False,True,True,False,True,True
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,financial_sanctions,case_2019_venezuela_oil_sanctions;case_2018_iran_oil_sanctions_reimposition,consistent,2,EUFN;XLF,False,oil_policy_shock,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining;transportation,0.0,0.16666666666666666,0.16666666666666666,0.25,4,energy;oil_shipping;petrochemicals;refining,3,oil_shipping;petrochemicals;refining,0.8333333333333334,1.0,3,oil;petrochemicals;refining,1.0,0.375,False,,0.25,oil sanctions and refinery feedstock disruption;oil sanctions and shipping finance restriction,energy;financial_sanctions;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,False,True,True,False,True,True
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,marine_insurance,case_hormuz_tanker_tensions;case_2018_iran_oil_sanctions_reimposition,consistent,2,CB;TRV,False,oil_policy_shock,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining;transportation,0.0,0.16666666666666666,0.08333333333333333,0.0,4,energy;oil_shipping;petrochemicals;refining,3,oil_shipping;petrochemicals;refining,0.375,0.5,3,oil;petrochemicals;refining,0.25,0.5,False,,0.037037037037037035,energy chokepoint security risk;oil sanctions and shipping finance restriction,energy;financial_sanctions;lng_shipping;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining,False,True,True,False,True,True
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,payment_networks,case_2019_venezuela_oil_sanctions;case_2018_iran_oil_sanctions_reimposition,consistent,2,MA;V,False,oil_policy_shock,aviation;energy;oil_shipping;petrochemicals;refining,aviation;oil;petrochemicals;refining;transportation,0.0,0.16666666666666666,0.16666666666666666,0.25,4,energy;oil_shipping;petrochemicals;refining,3,oil_shipping;petrochemicals;refining,0.8333333333333334,1.0,3,oil;petrochemicals;refining,1.0,0.375,False,,0.25,oil sanctions and refinery feedstock disruption;oil sanctions and shipping finance restriction,energy;financial_sanctions;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,False,True,True,False,True,True
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,customs,case_2022_india_wheat_export_ban;case_2008_rice_export_restrictions_food_security;case_2023_panama_cobre_mine_closure,mixed,2,CHRW;DSGX,False,canal_shipping_disruption,agriculture;container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint;panama_canal,agriculture;bulk shipping;container shipping;lng shipping;logistics,0.0,0.125,0.08333333333333333,0.1414141414141414,2,agriculture;logistics,0,,0.4074074074074074,0.3333333333333333,2,agriculture;logistics,0.2222222222222222,0.14285714285714285,False,,0.09832451499118165,food export ban and grain trade restriction;food export controls and agricultural trade disruption;resource contract dispute and critical mineral supply disruption,agriculture;battery_materials;critical_minerals;customs;food_export_controls;grain_exports;logistics;manufacturing_inputs;ports;trade_lanes,False,True,True,False,True,True
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,energy,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,consistent,2,XLE;XOM,False,canal_shipping_disruption,agriculture;container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint;panama_canal,agriculture;bulk shipping;container shipping;lng shipping;logistics,0.0,0.5,0.39285714285714285,0.2857142857142857,5,container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint,2,container_shipping;lng_shipping,0.1,0.0,2,container shipping;logistics,0.1111111111111111,0.0,False,,0.10344827586206896,shipping chokepoint disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;ports,True,True,False,True,True,True
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,food_export_controls,case_2022_india_wheat_export_ban;case_2008_rice_export_restrictions_food_security,consistent,2,DBA;WEAT,False,canal_shipping_disruption,agriculture;container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint;panama_canal,agriculture;bulk shipping;container shipping;lng shipping;logistics,0.0,0.125,0.0625,0.3333333333333333,2,agriculture;logistics,0,,1.0,1.0,2,agriculture;logistics,0.6666666666666666,0.42857142857142855,False,,0.14814814814814814,food export ban and grain trade restriction;food export controls and agricultural trade disruption,agriculture;customs;food_export_controls;grain_exports;logistics;trade_lanes,False,True,True,False,True,True
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,grain_exports,case_2022_india_wheat_export_ban;case_2008_rice_export_restrictions_food_security;case_black_sea_grain_export_disruption,consistent,1,BG,False,canal_shipping_disruption,agriculture;container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint;panama_canal,agriculture;bulk shipping;container shipping;lng shipping;logistics,0.0,0.14285714285714285,0.08928571428571429,0.26944444444444443,4,agriculture;freight_routes;logistics;maritime_chokepoint,0,,0.5,0.3333333333333333,2,agriculture;logistics,0.5873015873015872,0.4484126984126984,False,,0.18364197530864199,food export ban and grain trade restriction;food export controls and agricultural trade disruption;war-related agricultural export disruption,agriculture;customs;fertilizer;food_export_controls;freight_routes;grain_exports;logistics;maritime_chokepoint;trade_lanes,False,True,True,False,True,True
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,marine_insurance,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2023_arctic_lng_russian_energy_shipping_sanctions,weak_cooccurrence,2,CB;TRV,True,canal_shipping_disruption,agriculture;container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint;panama_canal,agriculture;bulk shipping;container shipping;lng shipping;logistics,0.0,0.2857142857142857,0.20952380952380953,0.12261904761904761,5,container_shipping;freight_routes;lng_shipping;logistics;maritime_chokepoint,2,container_shipping;lng_shipping,0.30808080808080807,0.3333333333333333,2,container shipping;logistics,0.14285714285714285,0.1037037037037037,False,,0.1017156862745098,maritime security disruption;maritime military tension and shipping-route risk;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,True,True,True,True,True,False
eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,energy,case_rare_earth_export_restriction_risk;case_2023_eu_carbon_border_adjustment_mechanism,weak_cooccurrence,2,XLE;XOM,True,critical_minerals_export_controls,critical_minerals;customs;gallium_germanium_graphite;manufacturing_inputs;rare_earths,battery materials;critical minerals;electronics;rare earths,0.0,0.6,0.3,0.0,4,critical_minerals;customs;manufacturing_inputs;rare_earths,2,critical_minerals;rare_earths,0.2857142857142857,0.3333333333333333,2,electronics;rare earths,0.0,0.0,False,,0.029411764705882353,critical minerals export restriction;green trade compliance and carbon border adjustment risk,critical_minerals;customs;defense;energy;fertilizer;manufacturing_inputs;rare_earths;trade_lanes,True,True,False,True,True,False
eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,logistics,case_2024_drc_cobalt_copper_mining_disruption;case_2022_peru_mine_protests_copper_supply,consistent,2,JBHT;KNIN.SW,False,critical_minerals_export_controls,critical_minerals;customs;gallium_germanium_graphite;manufacturing_inputs;rare_earths,battery materials;critical minerals;electronics;rare earths,0.0,0.1111111111111111,0.1111111111111111,0.5,3,critical_minerals;customs;manufacturing_inputs,1,critical_minerals,1.0,1.0,3,battery materials;critical minerals;electronics,0.42857142857142855,0.1111111111111111,False,,0.20689655172413793,critical mineral mining disruption and political instability;mining unrest and critical mineral shipment disruption,battery_materials;critical_minerals;customs;logistics;manufacturing_inputs;trade_lanes,False,True,True,False,True,True
eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,agriculture,case_panama_canal_drought_shipping_capacity;case_2023_black_sea_shipping_insurance_restrictions,mixed,2,ADM;MOO,False,maritime_security_disruption,container_shipping;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping,container shipping;energy shipping;insurance;logistics,0.0,0.25,0.19642857142857142,0.2,6,container_shipping;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint,2,container_shipping;lng_shipping,0.375,0.0,2,container shipping;logistics,0.25,0.1111111111111111,False,,0.0,climate-related shipping chokepoint disruption;war-related maritime insurance and grain export disruption,agriculture;container_shipping;freight_routes;grain_exports;lng_shipping;logistics;marine_insurance;maritime_chokepoint;panama_canal,True,True,True,True,True,True
