event_source,event_id,event_name,ticker,asset_name,node,asset_type,linkage_tier,evidence_level,confidence,supporting_case_ids,ranking_scope,rank_within_order,ranking_key
evaluation_cases,eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2009_russia_ukraine_gas_transit_dispute;case_uranium_nuclear_fuel_supply_disruption,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.6, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""expd""}"
evaluation_cases,eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,CHRW,C H Robinson Worldwide Inc,customs,Stock,related_exposure,sector_proxy,0.64,case_2021_belarus_potash_sanctions;case_2022_russia_fertilizer_export_restrictions;case_uranium_nuclear_fuel_supply_disruption,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.344444, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""chrw""}"
evaluation_cases,eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2021_belarus_potash_sanctions;case_2022_russia_fertilizer_export_restrictions;case_uranium_nuclear_fuel_supply_disruption,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.344444, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""dhl.de""}"
evaluation_cases,eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,DSGX,The Descartes Systems Group Inc,customs,Stock,direct_exposure,sector_proxy,0.64,case_2021_belarus_potash_sanctions;case_2022_russia_fertilizer_export_restrictions;case_uranium_nuclear_fuel_supply_disruption,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.344444, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""dsgx""}"
evaluation_cases,eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2021_belarus_potash_sanctions;case_2022_russia_fertilizer_export_restrictions;case_uranium_nuclear_fuel_supply_disruption,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.344444, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""expd""}"
evaluation_cases,eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,JBHT,J B Hunt Transport Services Inc,logistics,Stock,direct_exposure,sector_proxy,0.64,case_2021_belarus_potash_sanctions;case_2022_russia_fertilizer_export_restrictions,ranked_second_order,5,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.416667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""jbht""}"
evaluation_cases,eval_natural_gas_fertilizer_shock,eval_natural_gas_fertilizer_shock,KNIN.SW,Kuehne + Nagel International AG,logistics,Stock,direct_exposure,sector_proxy,0.64,case_2021_belarus_potash_sanctions;case_2022_russia_fertilizer_export_restrictions,ranked_second_order,6,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.416667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""knin.sw""}"
evaluation_cases,eval_us_china_tariffs,eval_us_china_tariffs,PICK,iShares MSCI Global Metals & Mining Producers ETF,critical_minerals,ETF,broad_proxy,sector_proxy,0.64,case_2024_ev_tariff_escalation_china;case_2021_xinjiang_forced_labor_import_restrictions,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.416667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""pick""}"
evaluation_cases,eval_us_china_tariffs,eval_us_china_tariffs,REMX,VanEck Rare Earth and Strategic Metals ETF,critical_minerals,ETF,broad_proxy,sector_proxy,0.64,case_2024_ev_tariff_escalation_china;case_2021_xinjiang_forced_labor_import_restrictions,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.416667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""remx""}"
evaluation_cases,eval_suez_canal_blockage,eval_suez_canal_blockage,DHT,DHT Holdings Inc,oil_shipping,Stock,direct_exposure,historical_supported,0.82,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,ranked_second_order,1,"{""evidence_level"": ""historical_supported"", ""evidence_rank"": 3, ""retrieval_support"": 0.35, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dht""}"
evaluation_cases,eval_suez_canal_blockage,eval_suez_canal_blockage,FRO,Frontline plc,oil_shipping,Stock,direct_exposure,historical_supported,0.82,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,ranked_second_order,2,"{""evidence_level"": ""historical_supported"", ""evidence_rank"": 3, ""retrieval_support"": 0.35, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""fro""}"
evaluation_cases,eval_suez_canal_blockage,eval_suez_canal_blockage,CB,Chubb Limited,marine_insurance,Stock,related_exposure,sector_proxy,0.64,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2022_turkey_strait_tanker_insurance_backlog,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.316667, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""cb""}"
evaluation_cases,eval_suez_canal_blockage,eval_suez_canal_blockage,TRV,The Travelers Companies Inc,marine_insurance,Stock,related_exposure,sector_proxy,0.64,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2022_turkey_strait_tanker_insurance_backlog,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.316667, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""trv""}"
evaluation_cases,eval_suez_canal_blockage,eval_suez_canal_blockage,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,ranked_second_order,5,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.291667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dhl.de""}"
evaluation_cases,eval_suez_canal_blockage,eval_suez_canal_blockage,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,ranked_second_order,6,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.291667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""expd""}"
evaluation_cases,eval_huawei_entity_list,eval_huawei_entity_list,CAT,Caterpillar Inc,manufacturing_inputs,Stock,related_exposure,sector_proxy,0.64,case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list;case_2023_japan_chip_equipment_export_controls,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.583333, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""cat""}"
evaluation_cases,eval_huawei_entity_list,eval_huawei_entity_list,DE,Deere & Company,manufacturing_inputs,Stock,related_exposure,sector_proxy,0.64,case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list;case_2023_japan_chip_equipment_export_controls,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.583333, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""de""}"
evaluation_cases,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,CAT,Caterpillar Inc,manufacturing_inputs,Stock,related_exposure,sector_proxy,0.64,case_2020_smic_entity_list_semiconductor_controls;case_2023_japan_chip_equipment_export_controls;case_2019_huawei_entity_list,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.344444, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""cat""}"
evaluation_cases,eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,DE,Deere & Company,manufacturing_inputs,Stock,related_exposure,sector_proxy,0.64,case_2020_smic_entity_list_semiconductor_controls;case_2023_japan_chip_equipment_export_controls;case_2019_huawei_entity_list,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.344444, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""de""}"
evaluation_cases,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dhl.de""}"
evaluation_cases,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""expd""}"
evaluation_cases,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,JBHT,J B Hunt Transport Services Inc,logistics,Stock,direct_exposure,sector_proxy,0.64,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""jbht""}"
evaluation_cases,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,KNIN.SW,Kuehne + Nagel International AG,logistics,Stock,direct_exposure,sector_proxy,0.64,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""knin.sw""}"
evaluation_cases,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,ITA,iShares U S Aerospace & Defense ETF,defense,ETF,broad_proxy,sector_proxy,0.64,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.375, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""ita""}"
evaluation_cases,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,LMT,Lockheed Martin Corporation,defense,Stock,direct_exposure,sector_proxy,0.64,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.375, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""lmt""}"
evaluation_cases,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,ALB,Albemarle Corporation,battery_materials,Stock,direct_exposure,sector_proxy,0.64,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.266667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""alb""}"
evaluation_cases,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,LIT,Global X Lithium & Battery Tech ETF,battery_materials,ETF,broad_proxy,sector_proxy,0.64,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.266667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""lit""}"
evaluation_cases,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2010_china_japan_rare_earth_embargo;case_2020_indonesia_nickel_export_ban,ranked_second_order,5,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dhl.de""}"
evaluation_cases,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2010_china_japan_rare_earth_embargo;case_2020_indonesia_nickel_export_ban,ranked_second_order,6,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""expd""}"
evaluation_cases,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,0144.HK,China Merchants Port Holdings Company Limited,ports,Stock,direct_exposure,historical_supported,0.82,case_2023_red_sea_attacks;case_2021_suez_blockage,ranked_second_order,1,"{""evidence_level"": ""historical_supported"", ""evidence_rank"": 3, ""retrieval_support"": 0.375, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""0144.hk""}"
evaluation_cases,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,1199.HK,COSCO SHIPPING Ports Limited,ports,Stock,direct_exposure,historical_supported,0.82,case_2023_red_sea_attacks;case_2021_suez_blockage,ranked_second_order,2,"{""evidence_level"": ""historical_supported"", ""evidence_rank"": 3, ""retrieval_support"": 0.375, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""1199.hk""}"
evaluation_cases,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2024_us_east_gulf_port_strike;case_2022_india_wheat_export_ban,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.266667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dhl.de""}"
evaluation_cases,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2024_us_east_gulf_port_strike;case_2022_india_wheat_export_ban,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.266667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""expd""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,CB,Chubb Limited,marine_insurance,Stock,related_exposure,sector_proxy,0.64,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.416667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""cb""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,TRV,The Travelers Companies Inc,marine_insurance,Stock,related_exposure,sector_proxy,0.64,case_2023_black_sea_shipping_insurance_restrictions;case_2023_red_sea_attacks,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.416667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""trv""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,CHRW,C H Robinson Worldwide Inc,customs,Stock,related_exposure,sector_proxy,0.64,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""chrw""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,DBA,Invesco DB Agriculture Fund,food_export_controls,ETF,broad_proxy,sector_proxy,0.64,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dba""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,ranked_second_order,5,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dhl.de""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,DSGX,The Descartes Systems Group Inc,customs,Stock,direct_exposure,sector_proxy,0.64,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,ranked_second_order,6,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dsgx""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,EXPD,Expeditors International of Washington Inc,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,ranked_second_order,7,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""expd""}"
evaluation_cases,eval_black_sea_grain_export_disruption,eval_black_sea_grain_export_disruption,WEAT,Teucrium Wheat Fund,food_export_controls,ETF,broad_proxy,sector_proxy,0.64,case_2008_rice_export_restrictions_food_security;case_2022_india_wheat_export_ban,ranked_second_order,8,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""weat""}"
evaluation_cases,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,FLNG,FLEX LNG Ltd,lng_shipping,Stock,direct_exposure,historical_supported,0.82,case_russia_ukraine_energy_shock;case_2023_arctic_lng_russian_energy_shipping_sanctions,ranked_second_order,1,"{""evidence_level"": ""historical_supported"", ""evidence_rank"": 3, ""retrieval_support"": 0.291667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""flng""}"
evaluation_cases,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,LNG,Cheniere Energy Inc,lng_shipping,Stock,related_exposure,historical_supported,0.82,case_russia_ukraine_energy_shock;case_2023_arctic_lng_russian_energy_shipping_sanctions,ranked_second_order,2,"{""evidence_level"": ""historical_supported"", ""evidence_rank"": 3, ""retrieval_support"": 0.291667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""lng""}"
evaluation_cases,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,DOW,Dow Inc,petrochemicals,Stock,direct_exposure,sector_proxy,0.64,case_russia_ukraine_energy_shock;case_2009_russia_ukraine_gas_transit_dispute,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.266667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dow""}"
evaluation_cases,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,LYB,LyondellBasell Industries NV,petrochemicals,Stock,direct_exposure,sector_proxy,0.64,case_russia_ukraine_energy_shock;case_2009_russia_ukraine_gas_transit_dispute,ranked_second_order,4,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.266667, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""lyb""}"
evaluation_cases,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,ALB,Albemarle Corporation,battery_materials,Stock,direct_exposure,sector_proxy,0.64,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban;case_2022_chile_lithium_policy_shift,ranked_second_order,1,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.483333, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""alb""}"
evaluation_cases,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,LIT,Global X Lithium & Battery Tech ETF,battery_materials,ETF,broad_proxy,sector_proxy,0.64,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban;case_2022_chile_lithium_policy_shift,ranked_second_order,2,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.483333, ""supporting_case_count"": 3, ""supporting_case_count_saturated"": 3, ""symbol"": ""lit""}"
evaluation_cases,eval_china_graphite_battery_controls,eval_china_graphite_battery_controls,DHL.DE,DHL Group,trade_lanes,Stock,related_exposure,sector_proxy,0.64,case_2020_indonesia_nickel_export_ban;case_2022_chile_lithium_policy_shift,ranked_second_order,3,"{""evidence_level"": ""sector_proxy"", ""evidence_rank"": 2, ""retrieval_support"": 0.225, ""supporting_case_count"": 2, ""supporting_case_count_saturated"": 2, ""symbol"": ""dhl.de""}"
