event_id,event_name,event_type,node,ticker,asset_name,evidence_level,supporting_case_count,supporting_case_ids,supporting_case_event_types,supporting_case_nodes,supporting_case_affected_assets,supporting_case_affected_asset_types,mapping_node,mapping_asset_type,linkage_tier,linkage_rationale,retrieval_ranks_of_supporting_cases,max_retrieval_rank_of_supporting_cases,node_specificity,node_specificity_reason,mechanism_consistency,mechanism_consistency_reason,mapping_quality,mapping_quality_reason,candidate_quality,candidate_quality_reason,noise_sources
hard_semiconductor_controls_paraphrased,hard_semiconductor_controls_paraphrased,technology_export_controls,defense,LMT,Lockheed Martin Corporation,sector_proxy,3,case_2024_taiwan_strait_drills_semiconductor_supply;case_taiwan_strait_semiconductor_risk;case_2010_china_japan_rare_earth_embargo,taiwan strait semiconductor supply-chain disruption;regional military tension and semiconductor supply risk;rare earth export restriction and electronics input disruption,ai_chips;critical_minerals;customs;data_centers;defense;foundry;manufacturing_inputs;rare_earths;semiconductor_equipment;taiwan_semiconductor_supply;trade_lanes,AI accelerator supply chains;Taiwan advanced foundry capacity;Taiwan semiconductor fabrication capacity;advanced GPU supply chains;cloud data center hardware;consumer electronics supply chains;defense and automotive supply chains;electronics components;electronics hardware supply;magnet materials;rare earth oxide supply;semiconductor equipment demand planning,AI chip designers;advanced chip designers;automakers;clean technology manufacturers;data center suppliers;defense contractors;electronics manufacturers;rare earth producers;semiconductor equipment companies;semiconductor foundries,defense,Stock,direct_exposure,Core operations or products are directly tied to the defense node: Defense contractor exposed to government security and defense spending priorities,7;8;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
v3_20240913_ustr_section301_tariffs_final,USTR finalizes China Section 301 tariff modifications after four-year review,critical_minerals_export_controls,defense,ITA,iShares U S Aerospace & Defense ETF,sector_proxy,2,case_2010_china_japan_rare_earth_embargo;case_rare_earth_export_restriction_risk,rare earth export restriction and electronics input disruption;critical minerals export restriction,critical_minerals;customs;defense;energy;manufacturing_inputs;rare_earths;trade_lanes,EV motor components;defense and automotive supply chains;defense sensor components;electronics components;magnet materials;permanent magnet supply chains;rare earth oxide supply;wind turbine components,EV supply chains;automakers;clean technology manufacturers;defense contractors;defense electronics suppliers;electronics manufacturers;magnet producers;rare earth miners;rare earth producers;wind turbine manufacturers,defense,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the defense node: ETF exposure to US aerospace and defense companies",7;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
v3_20240913_ustr_section301_tariffs_final,USTR finalizes China Section 301 tariff modifications after four-year review,critical_minerals_export_controls,defense,LMT,Lockheed Martin Corporation,sector_proxy,2,case_2010_china_japan_rare_earth_embargo;case_rare_earth_export_restriction_risk,rare earth export restriction and electronics input disruption;critical minerals export restriction,critical_minerals;customs;defense;energy;manufacturing_inputs;rare_earths;trade_lanes,EV motor components;defense and automotive supply chains;defense sensor components;electronics components;magnet materials;permanent magnet supply chains;rare earth oxide supply;wind turbine components,EV supply chains;automakers;clean technology manufacturers;defense contractors;defense electronics suppliers;electronics manufacturers;magnet producers;rare earth miners;rare earth producers;wind turbine manufacturers,defense,Stock,direct_exposure,Core operations or products are directly tied to the defense node: Defense contractor exposed to government security and defense spending priorities,7;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,critical_minerals_export_controls,defense,ITA,iShares U S Aerospace & Defense ETF,sector_proxy,2,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,critical minerals export restriction;rare earth export restriction and electronics input disruption,critical_minerals;customs;defense;energy;manufacturing_inputs;rare_earths;trade_lanes,EV motor components;defense and automotive supply chains;defense sensor components;electronics components;magnet materials;permanent magnet supply chains;rare earth oxide supply;wind turbine components,EV supply chains;automakers;clean technology manufacturers;defense contractors;defense electronics suppliers;electronics manufacturers;magnet producers;rare earth miners;rare earth producers;wind turbine manufacturers,defense,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the defense node: ETF exposure to US aerospace and defense companies",3;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,critical_minerals_export_controls,defense,LMT,Lockheed Martin Corporation,sector_proxy,2,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,critical minerals export restriction;rare earth export restriction and electronics input disruption,critical_minerals;customs;defense;energy;manufacturing_inputs;rare_earths;trade_lanes,EV motor components;defense and automotive supply chains;defense sensor components;electronics components;magnet materials;permanent magnet supply chains;rare earth oxide supply;wind turbine components,EV supply chains;automakers;clean technology manufacturers;defense contractors;defense electronics suppliers;electronics manufacturers;magnet producers;rare earth miners;rare earth producers;wind turbine manufacturers,defense,Stock,direct_exposure,Core operations or products are directly tied to the defense node: Defense contractor exposed to government security and defense spending priorities,3;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,"Mapped ticker is direct_exposure, though the node itself may be broad.",borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node
eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,taiwan_strait_semiconductor_risk,eda_software,CDNS,Cadence Design Systems Inc,sector_proxy,3,case_2020_smic_entity_list_semiconductor_controls;case_2022_us_china_semiconductor_controls;case_2019_huawei_entity_list,semiconductor entity-list export control and foundry access risk;technology export controls;technology sanctions and trade restrictions,ai_chips;customs;data_centers;eda_software;foundry;manufacturing_inputs;semiconductor_equipment,China foundry capacity;Chinese data center operators;EDA design workflows;EDA software access;Huawei supply chain;US chip suppliers;advanced GPU supply;chip equipment licenses;electronics manufacturing inputs;global semiconductor suppliers;mobile device software ecosystems;telecom carrier procurement plans;wafer fabrication equipment,5G infrastructure;Chinese technology firms;EDA software providers;advanced chip designers;consumer electronics;data center hardware suppliers;electronics manufacturers;electronics supply chains;foundries;semiconductor equipment companies;semiconductor equipment suppliers;semiconductor suppliers;software providers;telecom equipment vendors,eda_software,Stock,direct_exposure,Core operations or products are directly tied to the eda_software node: Electronic design automation software provider for semiconductor design,6;8;9,9,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,taiwan_strait_semiconductor_risk,eda_software,SNPS,Synopsys Inc,sector_proxy,3,case_2020_smic_entity_list_semiconductor_controls;case_2022_us_china_semiconductor_controls;case_2019_huawei_entity_list,semiconductor entity-list export control and foundry access risk;technology export controls;technology sanctions and trade restrictions,ai_chips;customs;data_centers;eda_software;foundry;manufacturing_inputs;semiconductor_equipment,China foundry capacity;Chinese data center operators;EDA design workflows;EDA software access;Huawei supply chain;US chip suppliers;advanced GPU supply;chip equipment licenses;electronics manufacturing inputs;global semiconductor suppliers;mobile device software ecosystems;telecom carrier procurement plans;wafer fabrication equipment,5G infrastructure;Chinese technology firms;EDA software providers;advanced chip designers;consumer electronics;data center hardware suppliers;electronics manufacturers;electronics supply chains;foundries;semiconductor equipment companies;semiconductor equipment suppliers;semiconductor suppliers;software providers;telecom equipment vendors,eda_software,Stock,direct_exposure,Core operations or products are directly tied to the eda_software node: Electronic design automation software provider for chip design workflows,6;8;9,9,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,canal_shipping_disruption,energy,XLE,Energy Select Sector SPDR Fund,sector_proxy,2,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,shipping chokepoint disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;ports,Asian LNG procurement;European and Asian importers;Russian Arctic LNG cargoes;container shipping operators;energy trade finance;freight forwarders;ice-class LNG carrier availability;marine insurance coverage;oil and LNG cargo flows,LNG carriers;banks;energy cargoes;energy producers;gas utilities;logistics companies;marine insurers;port operators;retail supply chains;shipbuilders;shipping equities,energy,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the energy node: Broad ETF exposure to US energy companies",4;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,canal_shipping_disruption,energy,XOM,Exxon Mobil Corporation,sector_proxy,2,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,shipping chokepoint disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;ports,Asian LNG procurement;European and Asian importers;Russian Arctic LNG cargoes;container shipping operators;energy trade finance;freight forwarders;ice-class LNG carrier availability;marine insurance coverage;oil and LNG cargo flows,LNG carriers;banks;energy cargoes;energy producers;gas utilities;logistics companies;marine insurers;port operators;retail supply chains;shipbuilders;shipping equities,energy,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the energy node: Integrated energy producer with upstream and downstream exposure,4;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_suez_canal_blockage,eval_suez_canal_blockage,shipping_chokepoint_disruption,energy,XLE,Energy Select Sector SPDR Fund,sector_proxy,2,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,shipping chokepoint disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;ports,Asian LNG procurement;European and Asian importers;Russian Arctic LNG cargoes;container shipping operators;energy trade finance;freight forwarders;ice-class LNG carrier availability;marine insurance coverage;oil and LNG cargo flows,LNG carriers;banks;energy cargoes;energy producers;gas utilities;logistics companies;marine insurers;port operators;retail supply chains;shipbuilders;shipping equities,energy,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the energy node: Broad ETF exposure to US energy companies",1;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_suez_canal_blockage,eval_suez_canal_blockage,shipping_chokepoint_disruption,energy,XOM,Exxon Mobil Corporation,sector_proxy,2,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,shipping chokepoint disruption;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;ports,Asian LNG procurement;European and Asian importers;Russian Arctic LNG cargoes;container shipping operators;energy trade finance;freight forwarders;ice-class LNG carrier availability;marine insurance coverage;oil and LNG cargo flows,LNG carriers;banks;energy cargoes;energy producers;gas utilities;logistics companies;marine insurers;port operators;retail supply chains;shipbuilders;shipping equities,energy,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the energy node: Integrated energy producer with upstream and downstream exposure,1;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
v3_20240306_true_confidence_attack,Houthi anti-ship missile strikes M/V True Confidence in Gulf of Aden,maritime_security_disruption,energy,XLE,Energy Select Sector SPDR Fund,sector_proxy,4,case_1987_1988_tanker_war_reflagging;case_israel_iran_escalation_energy_risk;case_hormuz_tanker_tensions;case_2022_abu_dhabi_oil_facility_attack,maritime chokepoint security and oil shipping disruption;regional military escalation and energy chokepoint risk;energy chokepoint security risk;energy infrastructure disruption,aviation;defense;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining,LNG cargo flows;LNG cargoes from Qatar;Persian Gulf crude exports;Persian Gulf tanker routes;UAE energy infrastructure;air defense systems;crude oil cargo schedules;energy shipping logistics;jet fuel supply chains;marine insurance premiums;marine war-risk insurance;oil importers;refining margins;regional crude exports;regional defense demand;tanker fleets;tanker routes,LNG;airlines;crude oil;defense contractors;energy producers;logistics providers;marine insurers;refiners;tanker operators,energy,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the energy node: Broad ETF exposure to US energy companies",1;6;8;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
v3_20240306_true_confidence_attack,Houthi anti-ship missile strikes M/V True Confidence in Gulf of Aden,maritime_security_disruption,energy,XOM,Exxon Mobil Corporation,sector_proxy,4,case_1987_1988_tanker_war_reflagging;case_israel_iran_escalation_energy_risk;case_hormuz_tanker_tensions;case_2022_abu_dhabi_oil_facility_attack,maritime chokepoint security and oil shipping disruption;regional military escalation and energy chokepoint risk;energy chokepoint security risk;energy infrastructure disruption,aviation;defense;energy;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;petrochemicals;refining,LNG cargo flows;LNG cargoes from Qatar;Persian Gulf crude exports;Persian Gulf tanker routes;UAE energy infrastructure;air defense systems;crude oil cargo schedules;energy shipping logistics;jet fuel supply chains;marine insurance premiums;marine war-risk insurance;oil importers;refining margins;regional crude exports;regional defense demand;tanker fleets;tanker routes,LNG;airlines;crude oil;defense contractors;energy producers;logistics providers;marine insurers;refiners;tanker operators,energy,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the energy node: Integrated energy producer with upstream and downstream exposure,1;6;8;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
v3_20250201_canada_mexico_china_tariffs,"U.S. imposes tariffs on imports from Canada, Mexico and China",trade_policy_and_tariffs,fertilizer,CF,CF Industries Holdings Inc,sector_proxy,2,case_2023_eu_carbon_border_adjustment_mechanism;case_2022_russia_fertilizer_export_restrictions,green trade compliance and carbon border adjustment risk;fertilizer export restriction and agricultural input shock,agriculture;critical_minerals;customs;energy;fertilizer;logistics;manufacturing_inputs;trade_lanes,Brazil crop input supply;EU-bound steel imports;agricultural logistics;aluminum and cement trade flows;fertilizer imports;food production input costs;industrial emissions reporting systems;nitrogen and potash fertilizer flows,agribusiness firms;aluminum producers;cement exporters;fertilizer producers;food producers;grain traders;industrial manufacturers;logistics providers;steel producers,fertilizer,Stock,direct_exposure,Core operations or products are directly tied to the fertilizer node: Nitrogen fertilizer producer exposed to natural gas feedstock costs,5;8,8,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
v3_20250201_canada_mexico_china_tariffs,"U.S. imposes tariffs on imports from Canada, Mexico and China",trade_policy_and_tariffs,fertilizer,NTR,Nutrien Ltd,sector_proxy,2,case_2023_eu_carbon_border_adjustment_mechanism;case_2022_russia_fertilizer_export_restrictions,green trade compliance and carbon border adjustment risk;fertilizer export restriction and agricultural input shock,agriculture;critical_minerals;customs;energy;fertilizer;logistics;manufacturing_inputs;trade_lanes,Brazil crop input supply;EU-bound steel imports;agricultural logistics;aluminum and cement trade flows;fertilizer imports;food production input costs;industrial emissions reporting systems;nitrogen and potash fertilizer flows,agribusiness firms;aluminum producers;cement exporters;fertilizer producers;food producers;grain traders;industrial manufacturers;logistics providers;steel producers,fertilizer,Stock,direct_exposure,Core operations or products are directly tied to the fertilizer node: Fertilizer producer and distributor exposed to potash nitrogen and crop input demand,5;8,8,specific,Node maps to operating-company/direct exposures in a concentrated asset vocabulary.,mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",specific,Mapped ticker has direct_exposure metadata for a specific node.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,oil_policy_shock,financial_sanctions,EUFN,iShares MSCI Europe Financials ETF,sector_proxy,2,case_2019_venezuela_oil_sanctions;case_2018_iran_oil_sanctions_reimposition,oil sanctions and refinery feedstock disruption;oil sanctions and shipping finance restriction,energy;financial_sanctions;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,Iranian crude exports;US Gulf Coast refinery feedstocks;Venezuelan crude exports;oil shipping routes;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;trade finance services,banks;crude oil;energy producers;heavy crude;marine insurers;petrochemical producers;refiners;tanker operators,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: European financial sector ETF for cross-border banking exposure context",7;8,8,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_opec_oil_policy_shock,eval_opec_oil_policy_shock,oil_policy_shock,financial_sanctions,XLF,Financial Select Sector SPDR Fund,sector_proxy,2,case_2019_venezuela_oil_sanctions;case_2018_iran_oil_sanctions_reimposition,oil sanctions and refinery feedstock disruption;oil sanctions and shipping finance restriction,energy;financial_sanctions;marine_insurance;oil_shipping;payment_networks;petrochemicals;refining,Iranian crude exports;US Gulf Coast refinery feedstocks;Venezuelan crude exports;oil shipping routes;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;trade finance services,banks;crude oil;energy producers;heavy crude;marine insurers;petrochemical producers;refiners;tanker operators,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: Broad US financial sector ETF for sanctions and banking exposure context",7;8,8,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,war_and_sanctions_energy_disruption,financial_sanctions,EUFN,iShares MSCI Europe Financials ETF,sector_proxy,4,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_russia_swift_financial_sanctions;case_2019_venezuela_oil_sanctions;case_2014_crimea_financial_sanctions,energy shipping sanctions and Arctic LNG disruption risk;financial sanctions and payment network disruption;oil sanctions and refinery feedstock disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining;trade_lanes,Asian LNG procurement;Russia-linked trade finance;Russian Arctic LNG cargoes;Russian bank exposure;US Gulf Coast refinery feedstocks;Venezuelan crude exports;commodity settlement workflows;cross-border payment flows;energy trade finance;energy-sector financing;ice-class LNG carrier availability;marine insurance coverage;oil shipping routes;sanctions compliance systems;trade finance channels;trade finance services,LNG carriers;banks;energy companies;energy producers;energy traders;exporters;financial infrastructure providers;gas utilities;heavy crude;industrial exporters;logistics firms;marine insurers;payment networks;refiners;shipbuilders;tanker operators;trade finance providers,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: European financial sector ETF for cross-border banking exposure context",4;8;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,war_and_sanctions_energy_disruption,financial_sanctions,XLF,Financial Select Sector SPDR Fund,sector_proxy,4,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2022_russia_swift_financial_sanctions;case_2019_venezuela_oil_sanctions;case_2014_crimea_financial_sanctions,energy shipping sanctions and Arctic LNG disruption risk;financial sanctions and payment network disruption;oil sanctions and refinery feedstock disruption;financial sanctions and trade finance restriction,customs;energy;financial_sanctions;lng_shipping;manufacturing_inputs;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;petrochemicals;refining;trade_lanes,Asian LNG procurement;Russia-linked trade finance;Russian Arctic LNG cargoes;Russian bank exposure;US Gulf Coast refinery feedstocks;Venezuelan crude exports;commodity settlement workflows;cross-border payment flows;energy trade finance;energy-sector financing;ice-class LNG carrier availability;marine insurance coverage;oil shipping routes;sanctions compliance systems;trade finance channels;trade finance services,LNG carriers;banks;energy companies;energy producers;energy traders;exporters;financial infrastructure providers;gas utilities;heavy crude;industrial exporters;logistics firms;marine insurers;payment networks;refiners;shipbuilders;tanker operators;trade finance providers,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: Broad US financial sector ETF for sanctions and banking exposure context",4;8;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_suez_canal_blockage,eval_suez_canal_blockage,shipping_chokepoint_disruption,financial_sanctions,EUFN,iShares MSCI Europe Financials ETF,sector_proxy,3,case_2022_turkey_strait_tanker_insurance_backlog;case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2019_cosco_shipping_sanctions_tanker_market,maritime insurance verification and tanker-route disruption;energy shipping sanctions and Arctic LNG disruption risk;shipping sanctions and marine insurance compliance disruption,customs;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,Asian LNG procurement;Black Sea oil cargoes;Russian Arctic LNG cargoes;Turkish straits tanker transits;crude tanker chartering;energy trade compliance workflows;energy trade finance;energy trade payments;ice-class LNG carrier availability;marine insurance approvals;marine insurance coverage;marine insurance documentation;sanctions-screened oil cargoes,LNG carriers;banks;energy producers;energy traders;freight brokers;gas utilities;logistics providers;marine insurers;shipbuilders;tanker operators;trade compliance providers,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: European financial sector ETF for cross-border banking exposure context",5;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_suez_canal_blockage,eval_suez_canal_blockage,shipping_chokepoint_disruption,financial_sanctions,XLF,Financial Select Sector SPDR Fund,sector_proxy,3,case_2022_turkey_strait_tanker_insurance_backlog;case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2019_cosco_shipping_sanctions_tanker_market,maritime insurance verification and tanker-route disruption;energy shipping sanctions and Arctic LNG disruption risk;shipping sanctions and marine insurance compliance disruption,customs;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,Asian LNG procurement;Black Sea oil cargoes;Russian Arctic LNG cargoes;Turkish straits tanker transits;crude tanker chartering;energy trade compliance workflows;energy trade finance;energy trade payments;ice-class LNG carrier availability;marine insurance approvals;marine insurance coverage;marine insurance documentation;sanctions-screened oil cargoes,LNG carriers;banks;energy producers;energy traders;freight brokers;gas utilities;logistics providers;marine insurers;shipbuilders;tanker operators;trade compliance providers,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: Broad US financial sector ETF for sanctions and banking exposure context",5;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,canal_shipping_disruption,food_export_controls,DBA,Invesco DB Agriculture Fund,sector_proxy,2,case_2022_india_wheat_export_ban;case_2008_rice_export_restrictions_food_security,food export ban and grain trade restriction;food export controls and agricultural trade disruption,agriculture;customs;food_export_controls;grain_exports;logistics;trade_lanes,agricultural logistics;agricultural trade lanes;food manufacturing inputs;food processing inputs;grain import procurement;grain import supply chains;rice export flows;wheat export flows,agricultural commodities;agricultural processors;commodity funds;fertilizer producers;food producers;grain traders;logistics providers,food_export_controls,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the food_export_controls node: Agriculture commodity ETF exposure for food export restriction monitoring",5;7,7,potentially_broad,"All mapped assets for this node are broad proxies, suggesting category-level rather than mechanism-specific exposure.",consistent,Supporting cases show overlapping event mechanisms or affected asset-type vocabulary.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
