event_id,event_name,event_type,node,ticker,asset_name,evidence_level,supporting_case_count,supporting_case_ids,supporting_case_event_types,supporting_case_nodes,supporting_case_affected_assets,supporting_case_affected_asset_types,mapping_node,mapping_asset_type,linkage_tier,linkage_rationale,retrieval_ranks_of_supporting_cases,max_retrieval_rank_of_supporting_cases,node_specificity,node_specificity_reason,mechanism_consistency,mechanism_consistency_reason,mapping_quality,mapping_quality_reason,candidate_quality,candidate_quality_reason,noise_sources
eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,technology_export_controls,critical_minerals,PICK,iShares MSCI Global Metals & Mining Producers ETF,sector_proxy,3,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions;case_china_gallium_germanium_graphite_controls,rare earth export restriction and electronics input disruption;forced-labor import restriction and customs compliance risk;critical minerals export controls,ai_chips;critical_minerals;customs;defense;gallium_germanium_graphite;logistics;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,battery material supply chains;compound semiconductor inputs;customs compliance workflows;defense and automotive supply chains;electronics components;electronics imports;gallium and germanium supply;graphite anode materials;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,EV supply chains;automakers;battery manufacturers;clean technology manufacturers;critical mineral processors;customs brokers;defense contractors;electronics importers;electronics manufacturers;logistics providers;rare earth producers;retailers;semiconductor suppliers;solar equipment manufacturers;solar equipment producers,critical_minerals,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the critical_minerals node: Broad metals and mining producer ETF with critical materials exposure",8;9;10,10,potentially_broad,"All mapped assets for this node are broad proxies, suggesting category-level rather than mechanism-specific exposure.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,technology_export_controls,critical_minerals,REMX,VanEck Rare Earth and Strategic Metals ETF,sector_proxy,3,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions;case_china_gallium_germanium_graphite_controls,rare earth export restriction and electronics input disruption;forced-labor import restriction and customs compliance risk;critical minerals export controls,ai_chips;critical_minerals;customs;defense;gallium_germanium_graphite;logistics;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,battery material supply chains;compound semiconductor inputs;customs compliance workflows;defense and automotive supply chains;electronics components;electronics imports;gallium and germanium supply;graphite anode materials;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,EV supply chains;automakers;battery manufacturers;clean technology manufacturers;critical mineral processors;customs brokers;defense contractors;electronics importers;electronics manufacturers;logistics providers;rare earth producers;retailers;semiconductor suppliers;solar equipment manufacturers;solar equipment producers,critical_minerals,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the critical_minerals node: Basket exposure to rare earth and strategic metals producers used in critical supply chains",8;9;10,10,potentially_broad,"All mapped assets for this node are broad proxies, suggesting category-level rather than mechanism-specific exposure.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,technology_export_controls,trade_lanes,DHL.DE,DHL Group,sector_proxy,2,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,rare earth export restriction and electronics input disruption;forced-labor import restriction and customs compliance risk,critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,customs compliance workflows;defense and automotive supply chains;electronics components;electronics imports;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,automakers;clean technology manufacturers;customs brokers;defense contractors;electronics importers;electronics manufacturers;logistics providers;rare earth producers;retailers;solar equipment manufacturers,trade_lanes,Stock,related_exposure,"Global logistics operations participate in trade lanes, but trade_lanes is a broad cross-border flow condition rather than a specific core node business.",8;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
eval_dutch_asml_export_controls,eval_dutch_asml_export_controls,technology_export_controls,trade_lanes,EXPD,Expeditors International of Washington Inc,sector_proxy,2,case_2010_china_japan_rare_earth_embargo;case_2021_xinjiang_forced_labor_import_restrictions,rare earth export restriction and electronics input disruption;forced-labor import restriction and customs compliance risk,critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,customs compliance workflows;defense and automotive supply chains;electronics components;electronics imports;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,automakers;clean technology manufacturers;customs brokers;defense contractors;electronics importers;electronics manufacturers;logistics providers;rare earth producers;retailers;solar equipment manufacturers,trade_lanes,Stock,related_exposure,"Freight forwarding participates in global trade-lane activity, but trade_lanes is a broad route and flow condition across diversified logistics services.",8;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
eval_food_export_grain_restriction,eval_food_export_grain_restriction,grain_export_disruption,energy,XLE,Energy Select Sector SPDR Fund,sector_proxy,3,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,fertilizer export restriction and agricultural input shock;financial sanctions and trade finance restriction;shipping chokepoint disruption,agriculture;container_shipping;customs;energy;fertilizer;financial_sanctions;freight_routes;logistics;manufacturing_inputs;maritime_chokepoint;payment_networks;ports;trade_lanes,Brazil crop input supply;European and Asian importers;Russia-linked trade finance;agricultural logistics;container shipping operators;cross-border payment flows;energy-sector financing;food production input costs;freight forwarders;nitrogen and potash fertilizer flows;oil and LNG cargo flows;sanctions compliance systems,agribusiness firms;banks;energy cargoes;energy companies;fertilizer producers;food producers;grain traders;industrial exporters;logistics companies;logistics firms;logistics providers;port operators;retail supply chains;shipping equities;trade finance providers,energy,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the energy node: Broad ETF exposure to US energy companies",5;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
eval_food_export_grain_restriction,eval_food_export_grain_restriction,grain_export_disruption,energy,XOM,Exxon Mobil Corporation,sector_proxy,3,case_2022_russia_fertilizer_export_restrictions;case_2014_crimea_financial_sanctions;case_2021_suez_blockage,fertilizer export restriction and agricultural input shock;financial sanctions and trade finance restriction;shipping chokepoint disruption,agriculture;container_shipping;customs;energy;fertilizer;financial_sanctions;freight_routes;logistics;manufacturing_inputs;maritime_chokepoint;payment_networks;ports;trade_lanes,Brazil crop input supply;European and Asian importers;Russia-linked trade finance;agricultural logistics;container shipping operators;cross-border payment flows;energy-sector financing;food production input costs;freight forwarders;nitrogen and potash fertilizer flows;oil and LNG cargo flows;sanctions compliance systems,agribusiness firms;banks;energy cargoes;energy companies;fertilizer producers;food producers;grain traders;industrial exporters;logistics companies;logistics firms;logistics providers;port operators;retail supply chains;shipping equities;trade finance providers,energy,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the energy node: Integrated energy producer with upstream and downstream exposure,5;9;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
eval_huawei_entity_list,eval_huawei_entity_list,technology_export_controls,critical_minerals,PICK,iShares MSCI Global Metals & Mining Producers ETF,sector_proxy,2,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption,critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,customs compliance workflows;defense and automotive supply chains;electronics components;electronics imports;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,automakers;clean technology manufacturers;customs brokers;defense contractors;electronics importers;electronics manufacturers;logistics providers;rare earth producers;retailers;solar equipment manufacturers,critical_minerals,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the critical_minerals node: Broad metals and mining producer ETF with critical materials exposure",7;8,8,potentially_broad,"All mapped assets for this node are broad proxies, suggesting category-level rather than mechanism-specific exposure.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_huawei_entity_list,eval_huawei_entity_list,technology_export_controls,critical_minerals,REMX,VanEck Rare Earth and Strategic Metals ETF,sector_proxy,2,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption,critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;trade_lanes,customs compliance workflows;defense and automotive supply chains;electronics components;electronics imports;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,automakers;clean technology manufacturers;customs brokers;defense contractors;electronics importers;electronics manufacturers;logistics providers;rare earth producers;retailers;solar equipment manufacturers,critical_minerals,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the critical_minerals node: Basket exposure to rare earth and strategic metals producers used in critical supply chains",7;8,8,potentially_broad,"All mapped assets for this node are broad proxies, suggesting category-level rather than mechanism-specific exposure.",mixed,"Supporting cases share related node context, but event mechanisms are only partially aligned.",broad,Mapped ticker is a broad_proxy instrument or ETF/basket exposure.,borderline,"Candidate has some ex-ante support, but at least one dimension is broad or mixed.",broad_node;broad_asset_mapping
eval_huawei_entity_list,eval_huawei_entity_list,technology_export_controls,trade_lanes,DHL.DE,DHL Group,sector_proxy,3,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption;defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain;critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,F-35 supplier network;Turkish aerospace components;customs compliance workflows;defense and automotive supply chains;defense electronics inputs;electronics components;electronics imports;export-controlled manufacturing flows;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,aerospace manufacturers;automakers;clean technology manufacturers;component suppliers;customs brokers;defense contractors;electronics importers;electronics manufacturers;electronics suppliers;logistics providers;rare earth producers;retailers;solar equipment manufacturers;trade compliance providers,trade_lanes,Stock,related_exposure,"Global logistics operations participate in trade lanes, but trade_lanes is a broad cross-border flow condition rather than a specific core node business.",7;8;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
eval_huawei_entity_list,eval_huawei_entity_list,technology_export_controls,trade_lanes,EXPD,Expeditors International of Washington Inc,sector_proxy,3,case_2021_xinjiang_forced_labor_import_restrictions;case_2010_china_japan_rare_earth_embargo;case_2019_turkey_f35_s400_defense_restrictions,forced-labor import restriction and customs compliance risk;rare earth export restriction and electronics input disruption;defense procurement restriction and aerospace supply-chain adjustment,aerospace_supply_chain;critical_minerals;customs;defense;logistics;manufacturing_inputs;rare_earths;semiconductor_equipment;trade_lanes,F-35 supplier network;Turkish aerospace components;customs compliance workflows;defense and automotive supply chains;defense electronics inputs;electronics components;electronics imports;export-controlled manufacturing flows;magnet materials;polysilicon-linked inputs;rare earth oxide supply;solar module supply chains,aerospace manufacturers;automakers;clean technology manufacturers;component suppliers;customs brokers;defense contractors;electronics importers;electronics manufacturers;electronics suppliers;logistics providers;rare earth producers;retailers;solar equipment manufacturers;trade compliance providers,trade_lanes,Stock,related_exposure,"Freight forwarding participates in global trade-lane activity, but trade_lanes is a broad route and flow condition across diversified logistics services.",7;8;10,10,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,canal_shipping_disruption,marine_insurance,CB,Chubb Limited,sector_proxy,3,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2023_arctic_lng_russian_energy_shipping_sanctions,maritime security disruption;maritime military tension and shipping-route risk;energy shipping sanctions and Arctic LNG disruption risk,container_shipping;defense;energy;financial_sanctions;freight_routes;lng_shipping;logistics;marine_insurance;maritime_chokepoint;oil_shipping;payment_networks;trade_lanes,Asia container shipping routes;Asian LNG procurement;Asian exporters;European importers;Russian Arctic LNG cargoes;South China Sea trade lanes;container carriers;energy trade finance;ice-class LNG carrier availability;marine insurance coverage;marine insurance underwriters;regional electronics supply chains;tanker operators,LNG carriers;banks;container shipping companies;defense contractors;electronics manufacturers;energy producers;energy transport;freight rates;gas utilities;import-dependent retailers;logistics providers;marine insurers;shipbuilders;shipping equities,marine_insurance,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the marine_insurance node: Commercial insurer with marine and specialty insurance exposure,2;6;9,9,potentially_broad,"Node label represents a broad function, sector, or channel in the current mapping vocabulary.",weak_cooccurrence,Supporting cases share a broad node but have low event-type and affected-asset-type overlap.,broad,Mapping is economically related but indirect/diversified according to asset_mapping metadata.,likely_noise,Weak cross-case mechanism support combined with broad node or broad/questionable mapping.,broad_node;weak_supporting_case_consistency;broad_asset_mapping
