comparison,from_k,to_k,event_id,event_name,node,ticker,asset_name,asset_type,linkage_tier,supporting_case_ids,support_count,node_retrieved_supporting_case_ids,node_retrieved_support_count,retrieved_supporting_case_count,evidence_level,mapping_status
k3_to_k5,3,5,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,ports,0144.HK,China Merchants Port Holdings Company Limited,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2024_us_east_gulf_port_strike;case_2021_suez_blockage,2,2,historical_supported,mapped
k3_to_k5,3,5,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,ports,1199.HK,COSCO SHIPPING Ports Limited,Stock,direct_exposure,case_2023_red_sea_attacks;case_2021_suez_blockage,2,case_2024_us_east_gulf_port_strike;case_2021_suez_blockage,2,2,historical_supported,mapped
k3_to_k5,3,5,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2024_us_east_gulf_port_strike;case_2022_india_wheat_export_ban,2,case_2024_us_east_gulf_port_strike;case_2022_india_wheat_export_ban,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_panama_canal_drought_shipping,eval_panama_canal_drought_shipping,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2024_us_east_gulf_port_strike;case_2022_india_wheat_export_ban,2,case_2024_us_east_gulf_port_strike;case_2022_india_wheat_export_ban,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,battery_materials,ALB,Albemarle Corporation,Stock,direct_exposure,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban,2,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,battery_materials,LIT,Global X Lithium & Battery Tech ETF,ETF,broad_proxy,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban,2,case_2023_china_graphite_battery_export_controls;case_2020_indonesia_nickel_export_ban,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,defense,ITA,iShares U S Aerospace & Defense ETF,ETF,broad_proxy,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,defense,LMT,Lockheed Martin Corporation,Stock,direct_exposure,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2010_china_japan_rare_earth_embargo;case_2020_indonesia_nickel_export_ban,2,case_2010_china_japan_rare_earth_embargo;case_2020_indonesia_nickel_export_ban,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_rare_earth_critical_minerals_controls,eval_rare_earth_critical_minerals_controls,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2010_china_japan_rare_earth_embargo;case_2020_indonesia_nickel_export_ban,2,case_2010_china_japan_rare_earth_embargo;case_2020_indonesia_nickel_export_ban,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,energy,XLE,Energy Select Sector SPDR Fund,ETF,broad_proxy,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,2,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,energy,XOM,Exxon Mobil Corporation,Stock,related_exposure,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,2,case_2021_suez_blockage;case_2023_arctic_lng_russian_energy_shipping_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_red_sea_shipping_disruption,eval_red_sea_shipping_disruption,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2009_russia_ukraine_gas_transit_dispute;case_uranium_nuclear_fuel_supply_disruption,2,case_2009_russia_ukraine_gas_transit_dispute;case_uranium_nuclear_fuel_supply_disruption,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_russia_europe_gas_disruption,eval_russia_europe_gas_disruption,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2009_russia_ukraine_gas_transit_dispute;case_uranium_nuclear_fuel_supply_disruption,2,case_2009_russia_ukraine_gas_transit_dispute;case_uranium_nuclear_fuel_supply_disruption,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_semiconductor_export_controls,eval_semiconductor_export_controls,manufacturing_inputs,CAT,Caterpillar Inc,Stock,related_exposure,case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list,3,case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list,3,3,sector_proxy,mapped
k3_to_k5,3,5,eval_semiconductor_export_controls,eval_semiconductor_export_controls,manufacturing_inputs,DE,Deere & Company,Stock,related_exposure,case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list,3,case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls;case_2019_huawei_entity_list,3,3,sector_proxy,mapped
k3_to_k5,3,5,eval_suez_canal_blockage,eval_suez_canal_blockage,marine_insurance,CB,Chubb Limited,Stock,related_exposure,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2022_turkey_strait_tanker_insurance_backlog,3,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2022_turkey_strait_tanker_insurance_backlog,3,3,sector_proxy,mapped
k3_to_k5,3,5,eval_suez_canal_blockage,eval_suez_canal_blockage,marine_insurance,TRV,The Travelers Companies Inc,Stock,related_exposure,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2022_turkey_strait_tanker_insurance_backlog,3,case_2023_red_sea_attacks;case_2023_south_china_sea_shipping_tensions;case_2022_turkey_strait_tanker_insurance_backlog,3,3,sector_proxy,mapped
k3_to_k5,3,5,eval_suez_canal_blockage,eval_suez_canal_blockage,oil_shipping,DHT,DHT Holdings Inc,Stock,direct_exposure,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,2,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,2,2,historical_supported,mapped
k3_to_k5,3,5,eval_suez_canal_blockage,eval_suez_canal_blockage,oil_shipping,FRO,Frontline plc,Stock,direct_exposure,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,2,case_2023_red_sea_attacks;case_2022_turkey_strait_tanker_insurance_backlog,2,2,historical_supported,mapped
k3_to_k5,3,5,eval_suez_canal_blockage,eval_suez_canal_blockage,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_suez_canal_blockage,eval_suez_canal_blockage,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,case_2024_us_east_gulf_port_strike;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,logistics,JBHT,J B Hunt Transport Services Inc,Stock,direct_exposure,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,logistics,KNIN.SW,Kuehne + Nagel International AG,Stock,direct_exposure,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_taiwan_strait_semiconductor_risk,eval_taiwan_strait_semiconductor_risk,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,case_2017_north_korea_missile_escalation;case_2023_south_china_sea_shipping_tensions,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,lng_shipping,FLNG,FLEX LNG Ltd,Stock,direct_exposure,case_russia_ukraine_energy_shock;case_2023_arctic_lng_russian_energy_shipping_sanctions,2,case_russia_ukraine_energy_shock;case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2009_russia_ukraine_gas_transit_dispute,3,3,historical_supported,mapped
k3_to_k5,3,5,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,lng_shipping,LNG,Cheniere Energy Inc,Stock,related_exposure,case_russia_ukraine_energy_shock;case_2023_arctic_lng_russian_energy_shipping_sanctions,2,case_russia_ukraine_energy_shock;case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2009_russia_ukraine_gas_transit_dispute,3,3,historical_supported,mapped
k3_to_k5,3,5,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,petrochemicals,DOW,Dow Inc,Stock,direct_exposure,case_russia_ukraine_energy_shock;case_2009_russia_ukraine_gas_transit_dispute,2,case_russia_ukraine_energy_shock;case_2009_russia_ukraine_gas_transit_dispute,2,2,sector_proxy,mapped
k3_to_k5,3,5,eval_uranium_nuclear_fuel_disruption,eval_uranium_nuclear_fuel_disruption,petrochemicals,LYB,LyondellBasell Industries NV,Stock,direct_exposure,case_russia_ukraine_energy_shock;case_2009_russia_ukraine_gas_transit_dispute,2,case_russia_ukraine_energy_shock;case_2009_russia_ukraine_gas_transit_dispute,2,2,sector_proxy,mapped
k3_to_k5,3,5,hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,container_shipping,DAC,Danaos Corporation,Stock,direct_exposure,case_2023_dp_world_australia_cyber_port_disruption;case_2017_notpetya_shipping_logistics_cyberattack,2,case_2023_dp_world_australia_cyber_port_disruption;case_2017_notpetya_shipping_logistics_cyberattack,2,2,sector_proxy,mapped
k3_to_k5,3,5,hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,container_shipping,MAERSK-B.CO,A P Moller Maersk Class B,Stock,direct_exposure,case_2023_dp_world_australia_cyber_port_disruption;case_2017_notpetya_shipping_logistics_cyberattack,2,case_2023_dp_world_australia_cyber_port_disruption;case_2017_notpetya_shipping_logistics_cyberattack,2,2,sector_proxy,mapped
k3_to_k5,3,5,hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,manufacturing_inputs,CAT,Caterpillar Inc,Stock,related_exposure,case_2023_port_of_nagoya_cyberattack;case_2017_notpetya_shipping_logistics_cyberattack,2,case_2023_port_of_nagoya_cyberattack;case_2017_notpetya_shipping_logistics_cyberattack,2,2,sector_proxy,mapped
k3_to_k5,3,5,hard_cyber_infrastructure_indirect,hard_cyber_infrastructure_indirect,manufacturing_inputs,DE,Deere & Company,Stock,related_exposure,case_2023_port_of_nagoya_cyberattack;case_2017_notpetya_shipping_logistics_cyberattack,2,case_2023_port_of_nagoya_cyberattack;case_2017_notpetya_shipping_logistics_cyberattack,2,2,sector_proxy,mapped
k3_to_k5,3,5,hard_taiwan_semiconductor_indirect,hard_taiwan_semiconductor_indirect,manufacturing_inputs,CAT,Caterpillar Inc,Stock,related_exposure,case_taiwan_strait_semiconductor_risk;case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls,3,case_taiwan_strait_semiconductor_risk;case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls,3,3,sector_proxy,mapped
k3_to_k5,3,5,hard_taiwan_semiconductor_indirect,hard_taiwan_semiconductor_indirect,manufacturing_inputs,DE,Deere & Company,Stock,related_exposure,case_taiwan_strait_semiconductor_risk;case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls,3,case_taiwan_strait_semiconductor_risk;case_2023_japan_chip_equipment_export_controls;case_2020_smic_entity_list_semiconductor_controls,3,3,sector_proxy,mapped
k3_to_k5,3,5,v3_20240306_true_confidence_attack,Houthi anti-ship missile strikes M/V True Confidence in Gulf of Aden,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2023_south_china_sea_shipping_tensions;case_2017_north_korea_missile_escalation,2,case_2023_south_china_sea_shipping_tensions;case_2017_north_korea_missile_escalation,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240306_true_confidence_attack,Houthi anti-ship missile strikes M/V True Confidence in Gulf of Aden,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2023_south_china_sea_shipping_tensions;case_2017_north_korea_missile_escalation,2,case_2023_south_china_sea_shipping_tensions;case_2017_north_korea_missile_escalation,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,customs,CHRW,C H Robinson Worldwide Inc,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,customs,DSGX,The Descartes Systems Group Inc,Stock,direct_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,marine_insurance,CB,Chubb Limited,Stock,related_exposure,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2018_iran_oil_sanctions_reimposition,2,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2018_iran_oil_sanctions_reimposition,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,marine_insurance,TRV,The Travelers Companies Inc,Stock,related_exposure,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2018_iran_oil_sanctions_reimposition,2,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2018_iran_oil_sanctions_reimposition,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,oil_shipping,DHT,DHT Holdings Inc,Stock,direct_exposure,case_2018_iran_oil_sanctions_reimposition,1,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2018_iran_oil_sanctions_reimposition,2,2,historical_supported,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,oil_shipping,FRO,Frontline plc,Stock,direct_exposure,case_2018_iran_oil_sanctions_reimposition,1,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2018_iran_oil_sanctions_reimposition,2,2,historical_supported,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,case_2014_crimea_financial_sanctions;case_2022_russia_swift_financial_sanctions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240821_sounion_tanker_attack,MV Sounion oil tanker attacked in the Red Sea,defense,ITA,iShares U S Aerospace & Defense ETF,ETF,broad_proxy,case_1987_1988_tanker_war_reflagging;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,case_1987_1988_tanker_war_reflagging;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,3,sector_proxy,mapped
k3_to_k5,3,5,v3_20240821_sounion_tanker_attack,MV Sounion oil tanker attacked in the Red Sea,defense,LMT,Lockheed Martin Corporation,Stock,direct_exposure,case_1987_1988_tanker_war_reflagging;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,case_1987_1988_tanker_war_reflagging;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,3,sector_proxy,mapped
k3_to_k5,3,5,v3_20240821_sounion_tanker_attack,MV Sounion oil tanker attacked in the Red Sea,refining,MPC,Marathon Petroleum Corporation,Stock,direct_exposure,case_hormuz_tanker_tensions;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,case_hormuz_tanker_tensions;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,3,historical_supported,mapped
k3_to_k5,3,5,v3_20240821_sounion_tanker_attack,MV Sounion oil tanker attacked in the Red Sea,refining,VLO,Valero Energy Corporation,Stock,direct_exposure,case_hormuz_tanker_tensions;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,case_hormuz_tanker_tensions;case_israel_iran_escalation_energy_risk;case_2022_abu_dhabi_oil_facility_attack,3,3,historical_supported,mapped
k3_to_k5,3,5,v3_20240913_ustr_section301_tariffs_final,USTR finalizes China Section 301 tariff modifications after four-year review,logistics,JBHT,J B Hunt Transport Services Inc,Stock,direct_exposure,case_2024_ev_tariff_escalation_china;case_2021_xinjiang_forced_labor_import_restrictions,2,case_2024_ev_tariff_escalation_china;case_2021_xinjiang_forced_labor_import_restrictions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240913_ustr_section301_tariffs_final,USTR finalizes China Section 301 tariff modifications after four-year review,logistics,KNIN.SW,Kuehne + Nagel International AG,Stock,direct_exposure,case_2024_ev_tariff_escalation_china;case_2021_xinjiang_forced_labor_import_restrictions,2,case_2024_ev_tariff_escalation_china;case_2021_xinjiang_forced_labor_import_restrictions,2,2,sector_proxy,mapped
k3_to_k5,3,5,v3_20240913_ustr_section301_tariffs_final,USTR finalizes China Section 301 tariff modifications after four-year review,trade_lanes,DHL.DE,DHL Group,Stock,related_exposure,case_2024_ev_tariff_escalation_china;case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,3,case_2024_ev_tariff_escalation_china;case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,3,3,sector_proxy,mapped
k3_to_k5,3,5,v3_20240913_ustr_section301_tariffs_final,USTR finalizes China Section 301 tariff modifications after four-year review,trade_lanes,EXPD,Expeditors International of Washington Inc,Stock,related_exposure,case_2024_ev_tariff_escalation_china;case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,3,case_2024_ev_tariff_escalation_china;case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,3,3,sector_proxy,mapped
