event_id,event_date,event_type,event_headline,symbol,node,asset_type,linkage_tier,linkage_rationale,source,transmission_order,confidence,evidence_label,supporting_case_ids,evidence_reason,baseline_type,expected_direction,car,standardized_car,direction,hit,missing_data_reason,t0_date,alpha,beta
v3_20250404_china_rare_earth_export_controls,2025-04-04,critical_minerals_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,NEO.TO,gallium_germanium_graphite,Stock,related_exposure,"Specialty materials operations are exposed to engineered and rare-earth material supply chains, but the bundled gallium, germanium, and graphite node is narrower than the company's broader materials business.",georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls,"Channel support inherited from transmission node 'gallium_germanium_graphite', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Neo Performance Materials Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.023768597506533526,-0.4894228388089717,negative,False,,2025-04-04,0.002262062312154137,0.8394160376528269
v3_20250404_china_rare_earth_export_controls,2025-04-04,critical_minerals_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,SYR.AX,gallium_germanium_graphite,Stock,related_exposure,"Graphite production links the company to part of this node, but the bundled gallium, germanium, and graphite node is only partly specific to its core operations.",georisk,first_order,0.64,sector_proxy,case_china_gallium_germanium_graphite_controls,"Channel support inherited from transmission node 'gallium_germanium_graphite', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Syrah Resources Ltd maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.18649768801921032,-1.8142038227977106,negative,False,,2025-04-04,0.004601751997473282,-0.5328846525576724
v3_20250404_china_rare_earth_export_controls,2025-04-04,critical_minerals_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,QQQ,broad_market_growth,equity_etf,,,baseline,,,,,,fixed_broad_market_baseline,,0.029723251587570818,4.295534396317674,positive,True,,2025-04-04,-1.675313891759641e-06,1.3042072239634113
v3_20250404_china_rare_earth_export_controls,2025-04-04,critical_minerals_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,XLF,financials,equity_etf,,,baseline,,,,,,fixed_sector_baseline,,-0.031760452253103054,-2.296966407220121,negative,True,,2025-04-04,0.0009133146990907017,0.8748838940037753
v3_20250404_china_rare_earth_export_controls,2025-04-04,critical_minerals_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,XLV,healthcare,equity_etf,,,baseline,,,,,,fixed_sector_baseline,,-0.028313936689037672,-2.3334277095475775,negative,True,,2025-04-04,-0.00026528019898890007,0.36340498316909675
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,EXPD,trade_lanes,Stock,related_exposure,"Freight forwarding participates in global trade-lane activity, but trade_lanes is a broad route and flow condition across diversified logistics services.",georisk,second_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,"Channel support inherited from transmission node 'trade_lanes', which is a second-order (analog-corroborated) node corroborated by 2 retrieved case(s). Expeditors International of Washington Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.013842397713257489,0.7345505054433288,positive,False,,2025-02-25,-0.000666552968137848,0.3448456104008866
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,DHL.DE,trade_lanes,Stock,related_exposure,"Global logistics operations participate in trade lanes, but trade_lanes is a broad cross-border flow condition rather than a specific core node business.",georisk,second_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,"Channel support inherited from transmission node 'trade_lanes', which is a second-order (analog-corroborated) node corroborated by 2 retrieved case(s). DHL Group maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.017911585380861492,0.7907573214977975,positive,False,,2025-02-25,-0.0005379830291829664,0.32521299413978216
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,DSGX,customs,Stock,direct_exposure,Core operations or products are directly tied to the customs node: Logistics software provider with customs and trade compliance exposure,georisk,first_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,"Channel support inherited from transmission node 'customs', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). The Descartes Systems Group Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.008655603291430421,0.4646627992210109,positive,False,,2025-02-25,0.0009108927838601177,1.125349695069269
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,CHRW,customs,Stock,related_exposure,"Freight brokerage and logistics services are affected by customs flows, but customs is one operating component within broader logistics activity.",georisk,first_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,"Channel support inherited from transmission node 'customs', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). C H Robinson Worldwide Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.02143894246074092,-0.8804371575428123,negative,False,,2025-02-25,-0.00013177451497441226,0.5646847564092702
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,DE,manufacturing_inputs,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the manufacturing_inputs node: Equipment manufacturer exposed to agriculture and industrial input cycles,georisk,first_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions;case_rare_earth_export_restriction_risk,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Deere & Company maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.02340414909715071,-0.9009119631437019,negative,False,,2025-02-25,0.0016368908078526858,0.5451328219187314
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,CAT,manufacturing_inputs,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the manufacturing_inputs node: Heavy equipment manufacturer exposed to construction mining and infrastructure inputs,georisk,first_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions;case_rare_earth_export_restriction_risk,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Caterpillar Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.01996237757189772,0.7808425683655204,positive,False,,2025-02-25,-0.00040355363889540144,1.247716970825222
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,REMX,critical_minerals,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the critical_minerals node: Basket exposure to rare earth and strategic metals producers used in critical supply chains",georisk,first_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions;case_rare_earth_export_restriction_risk,"Channel support inherited from transmission node 'critical_minerals', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). VanEck Rare Earth and Strategic Metals ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.009323862338425845,-0.2494518977766299,negative,False,,2025-02-25,0.00027737989178065964,0.8671922744231713
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,PICK,critical_minerals,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the critical_minerals node: Broad metals and mining producer ETF with critical materials exposure",georisk,first_order,0.64,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions;case_rare_earth_export_restriction_risk,"Channel support inherited from transmission node 'critical_minerals', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). iShares MSCI Global Metals & Mining Producers ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.0004857997942990702,0.021566915310832824,positive,False,,2025-02-25,-0.0007173228036650328,0.9306020373163341
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,MP,rare_earths,Stock,direct_exposure,Core operations or products are directly tied to the rare_earths node: Rare earth mining and processing company exposed to magnet materials supply chains,georisk,first_order,0.64,sector_proxy,case_rare_earth_export_restriction_risk,"Channel support inherited from transmission node 'rare_earths', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). MP Materials Corp maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.024933838726561092,-0.38594428470240205,negative,False,,2025-02-25,0.005543717872800457,1.471665291812804
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,LYSDY,rare_earths,ADR,direct_exposure,Core operations or products are directly tied to the rare_earths node: Rare earth producer with exposure to non-China rare earth supply chains,georisk,first_order,0.64,sector_proxy,case_rare_earth_export_restriction_risk,"Channel support inherited from transmission node 'rare_earths', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Lynas Rare Earths Ltd ADR maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.024749985628686688,-0.6231276101488054,negative,False,,2025-02-25,0.0003514054120632337,0.6821602234104265
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,NEO.TO,gallium_germanium_graphite,Stock,related_exposure,"Specialty materials operations are exposed to engineered and rare-earth material supply chains, but the bundled gallium, germanium, and graphite node is narrower than the company's broader materials business.",georisk,first_order,0.35,inference_only,,"Neo Performance Materials Inc is mapped from asset_mapping.csv via node 'gallium_germanium_graphite' (a first-order (directly implicated) node), but retrieved cases do not corroborate this channel. Inference-only risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.012073625970291345,0.2934684933133561,positive,False,,2025-02-25,0.0009847730623356395,0.7978619647051451
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,SYR.AX,gallium_germanium_graphite,Stock,related_exposure,"Graphite production links the company to part of this node, but the bundled gallium, germanium, and graphite node is only partly specific to its core operations.",georisk,first_order,0.35,inference_only,,"Syrah Resources Ltd is mapped from asset_mapping.csv via node 'gallium_germanium_graphite' (a first-order (directly implicated) node), but retrieved cases do not corroborate this channel. Inference-only risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.07933458348304495,-0.7361856129498181,negative,False,,2025-02-25,0.004131962479341265,-0.5393033361343511
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,QQQ,broad_market_growth,equity_etf,,,baseline,,,,,,fixed_broad_market_baseline,,-0.009450746641859941,-1.4567373399174657,negative,False,,2025-02-25,-0.0001198509721251299,1.3502610178241186
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,XLF,financials,equity_etf,,,baseline,,,,,,fixed_sector_baseline,,0.006752707313464002,0.4992317886715131,positive,False,,2025-02-25,0.0008400347627575835,0.8086207087349102
v3_20250225_copper_import_investigation,2025-02-25,critical_minerals_trade_restriction,U.S. launches Section 232 investigation into copper import dependence,XLV,healthcare,equity_etf,,,baseline,,,,,,fixed_sector_baseline,,0.014604027495848748,1.2695278634700522,positive,False,,2025-02-25,-0.0005670256778212153,0.37248704272841693
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,FLNG,lng_shipping,Stock,direct_exposure,Core operations or products are directly tied to the lng_shipping node: LNG carrier owner exposed to seaborne LNG transportation,georisk,first_order,0.82,historical_supported,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_russia_ukraine_energy_shock,"Historical support from LNG transport matched affected LNG assets. The transmission node 'lng_shipping' is a first-order (directly implicated) node, and FLEX LNG Ltd is directly named in the supporting case(s). Potential exposure candidate and risk watchlist item, not a trading signal. This does not predict price movement.",,,0.033621924301460486,1.461683328713934,positive,False,,2024-06-24,0.00017771418853508355,0.1485480264251172
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,LNG,lng_shipping,Stock,related_exposure,"LNG export and liquefaction operations are tied to global LNG trade, but seaborne LNG shipping is a downstream transport linkage rather than the company's primary operating activity.",georisk,first_order,0.82,historical_supported,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_russia_ukraine_energy_shock,"Historical support from LNG transport matched affected LNG assets. The transmission node 'lng_shipping' is a first-order (directly implicated) node, and Cheniere Energy Inc is directly named in the supporting case(s). Potential exposure candidate and risk watchlist item, not a trading signal. This does not predict price movement.",,,0.03704065008321751,1.948958697049875,positive,False,,2024-06-24,-0.0005346189953925668,0.09985525830734461
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,XLE,energy,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the energy node: Broad ETF exposure to US energy companies",georisk,first_order,0.64,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_russia_ukraine_energy_shock;case_2014_crimea_financial_sanctions,"Channel support inherited from transmission node 'energy', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Energy Select Sector SPDR Fund maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.020838556883875925,1.199706958511967,positive,False,,2024-06-24,0.0004185308044876179,0.45797718063631476
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,XOM,energy,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the energy node: Integrated energy producer with upstream and downstream exposure,georisk,first_order,0.64,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_russia_ukraine_energy_shock;case_2014_crimea_financial_sanctions,"Channel support inherited from transmission node 'energy', which is a first-order (directly implicated) node corroborated by 3 retrieved case(s). Exxon Mobil Corporation maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.021072574329740506,1.0728720111574723,positive,False,,2024-06-24,0.0009610190807255471,0.2922742572747511
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,VLO,refining,Stock,direct_exposure,Core operations or products are directly tied to the refining node: Refiner exposed to crude supply and refined product margins,georisk,first_order,0.64,sector_proxy,case_russia_ukraine_energy_shock,"Channel support inherited from transmission node 'refining', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Valero Energy Corporation maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.0062199598381994965,0.2172881759971832,positive,False,,2024-06-24,0.001108736051668306,0.8179524820232036
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,MPC,refining,Stock,direct_exposure,Core operations or products are directly tied to the refining node: Refining and midstream operator exposed to fuel markets,georisk,first_order,0.64,sector_proxy,case_russia_ukraine_energy_shock,"Channel support inherited from transmission node 'refining', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Marathon Petroleum Corporation maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.006407958077483876,0.20687716875828374,positive,False,,2024-06-24,0.0009732029805458449,0.6573527991138698
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,DOW,petrochemicals,Stock,direct_exposure,Core operations or products are directly tied to the petrochemicals node: Commodity chemicals producer exposed to petrochemical feedstocks,georisk,first_order,0.64,sector_proxy,case_russia_ukraine_energy_shock,"Channel support inherited from transmission node 'petrochemicals', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). Dow Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.01875112375588188,-1.0215491596384876,negative,False,,2024-06-24,4.111643006538423e-05,0.6639663770047748
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,LYB,petrochemicals,Stock,direct_exposure,Core operations or products are directly tied to the petrochemicals node: Petrochemical producer exposed to olefins polymers and feedstock costs,georisk,first_order,0.64,sector_proxy,case_russia_ukraine_energy_shock,"Channel support inherited from transmission node 'petrochemicals', which is a first-order (directly implicated) node corroborated by 1 retrieved case(s). LyondellBasell Industries NV maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,0.005587325302236348,0.3130006109535567,positive,False,,2024-06-24,-5.768727850837471e-05,0.5233345389032819
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,DE,manufacturing_inputs,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the manufacturing_inputs node: Equipment manufacturer exposed to agriculture and industrial input cycles,georisk,first_order,0.64,sector_proxy,case_russia_ukraine_energy_shock;case_2014_crimea_financial_sanctions,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Deere & Company maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.028599450832215982,-1.356790037204788,negative,False,,2024-06-24,-0.0008472369794362598,0.7145740860491169
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,CAT,manufacturing_inputs,Stock,related_exposure,Business has meaningful but diversified or indirect economic linkage to the manufacturing_inputs node: Heavy equipment manufacturer exposed to construction mining and infrastructure inputs,georisk,first_order,0.64,sector_proxy,case_russia_ukraine_energy_shock;case_2014_crimea_financial_sanctions,"Channel support inherited from transmission node 'manufacturing_inputs', which is a first-order (directly implicated) node corroborated by 2 retrieved case(s). Caterpillar Inc maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.0054652483878978066,-0.23581265737061208,negative,False,,2024-06-24,0.0004095925167363844,1.314223587984565
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,XLF,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: Broad US financial sector ETF for sanctions and banking exposure context",georisk,second_order,0.64,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2014_crimea_financial_sanctions,"Channel support inherited from transmission node 'financial_sanctions', which is a second-order (analog-corroborated) node corroborated by 2 retrieved case(s). Financial Select Sector SPDR Fund maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.0013665135386847216,-0.143702634814109,negative,False,,2024-06-24,0.0002695193370205369,0.6439906416309276
v3_20240624_eu_russian_lng_transshipment_ban,2024-06-24,energy_sanctions,EU sanctions package bans Russian LNG transshipment services through EU territory,EUFN,financial_sanctions,ETF,broad_proxy,"Ticker is an ETF, fund, or basket used as broad proxy exposure for the financial_sanctions node: European financial sector ETF for cross-border banking exposure context",georisk,second_order,0.64,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2014_crimea_financial_sanctions,"Channel support inherited from transmission node 'financial_sanctions', which is a second-order (analog-corroborated) node corroborated by 2 retrieved case(s). iShares MSCI Europe Financials ETF maps to this supported channel but is not individually named. Risk watchlist candidate, not a trading signal. This does not predict price movement.",,,-0.007620301389097904,-0.6266506680481251,negative,False,,2024-06-24,0.000568006388504419,0.6185733051213065
