event_source,event_id,event_name,ticker,asset_name,node,current_evidence_level,supporting_case_ids,historical_case_asset_types,historical_case_assets,close_match_rule_triggered,possible_unrecognized_direct_support,classification,reason
hard_evaluation_cases,hard_semiconductor_controls_paraphrased,hard_semiconductor_controls_paraphrased,DE,Deere & Company,manufacturing_inputs,sector_proxy,case_2023_japan_chip_equipment_export_controls;case_2019_huawei_entity_list,semiconductor equipment suppliers;foundries;AI chip designers;electronics manufacturers;data center operators;telecom equipment vendors;semiconductor suppliers;software providers;5G infrastructure;consumer electronics,Japanese chipmaking tools;advanced foundry capacity;AI accelerator supply chains;data center hardware procurement;Huawei supply chain;US chip suppliers;mobile device software ecosystems;telecom carrier procurement plans,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
hard_evaluation_cases,hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,CB,Chubb Limited,marine_insurance,sector_proxy,case_hormuz_tanker_tensions;case_2023_red_sea_attacks,crude oil;LNG;tanker operators;energy producers;refiners;marine insurers;shipping equities;freight rates;energy transport;import-dependent retailers,Persian Gulf crude exports;LNG cargoes from Qatar;tanker fleets;oil importers;refining margins;container carriers;tanker operators;marine insurance underwriters;European importers;Asian exporters,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
hard_evaluation_cases,hard_hormuz_ambiguous_energy_shipping,hard_hormuz_ambiguous_energy_shipping,TRV,The Travelers Companies Inc,marine_insurance,sector_proxy,case_hormuz_tanker_tensions;case_2023_red_sea_attacks,crude oil;LNG;tanker operators;energy producers;refiners;marine insurers;shipping equities;freight rates;energy transport;import-dependent retailers,Persian Gulf crude exports;LNG cargoes from Qatar;tanker fleets;oil importers;refining margins;container carriers;tanker operators;marine insurance underwriters;European importers;Asian exporters,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
hard_evaluation_cases,hard_taiwan_semiconductor_indirect,hard_taiwan_semiconductor_indirect,ITA,iShares U S Aerospace & Defense ETF,defense,sector_proxy,case_taiwan_strait_semiconductor_risk;case_2024_taiwan_strait_drills_semiconductor_supply,semiconductor foundries;advanced chip designers;electronics manufacturers;data center suppliers;defense contractors;AI chip designers;semiconductor equipment companies,Taiwan semiconductor fabrication capacity;advanced GPU supply chains;consumer electronics supply chains;cloud data center hardware;Taiwan advanced foundry capacity;AI accelerator supply chains;semiconductor equipment demand planning;electronics hardware supply,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
hard_evaluation_cases,hard_taiwan_semiconductor_indirect,hard_taiwan_semiconductor_indirect,LMT,Lockheed Martin Corporation,defense,sector_proxy,case_taiwan_strait_semiconductor_risk;case_2024_taiwan_strait_drills_semiconductor_supply,semiconductor foundries;advanced chip designers;electronics manufacturers;data center suppliers;defense contractors;AI chip designers;semiconductor equipment companies,Taiwan semiconductor fabrication capacity;advanced GPU supply chains;consumer electronics supply chains;cloud data center hardware;Taiwan advanced foundry capacity;AI accelerator supply chains;semiconductor equipment demand planning;electronics hardware supply,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20250404_china_rare_earth_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,ITA,iShares U S Aerospace & Defense ETF,defense,sector_proxy,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,rare earth miners;magnet producers;EV supply chains;wind turbine manufacturers;defense electronics suppliers;rare earth producers;electronics manufacturers;automakers;defense contractors;clean technology manufacturers,rare earth oxide supply;permanent magnet supply chains;EV motor components;wind turbine components;defense sensor components;magnet materials;electronics components;defense and automotive supply chains,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20250404_china_rare_earth_export_controls,China imposes rare-earth export controls after U.S. tariff escalation,LMT,Lockheed Martin Corporation,defense,sector_proxy,case_rare_earth_export_restriction_risk;case_2010_china_japan_rare_earth_embargo,rare earth miners;magnet producers;EV supply chains;wind turbine manufacturers;defense electronics suppliers;rare earth producers;electronics manufacturers;automakers;defense contractors;clean technology manufacturers,rare earth oxide supply;permanent magnet supply chains;EV motor components;wind turbine components;defense sensor components;magnet materials;electronics components;defense and automotive supply chains,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,DHL.DE,DHL Group,trade_lanes,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,miners;industrial manufacturers;battery supply chains;port operators;commodity traders;solar equipment manufacturers;electronics importers;retailers;logistics providers;customs brokers,Panama copper concentrate supply;mine export logistics;industrial copper inputs;battery and grid supply chains;solar module supply chains;polysilicon-linked inputs;electronics imports;customs compliance workflows,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20250225_copper_import_investigation,U.S. launches Section 232 investigation into copper import dependence,EXPD,Expeditors International of Washington Inc,trade_lanes,sector_proxy,case_2023_panama_cobre_mine_closure;case_2021_xinjiang_forced_labor_import_restrictions,miners;industrial manufacturers;battery supply chains;port operators;commodity traders;solar equipment manufacturers;electronics importers;retailers;logistics providers;customs brokers,Panama copper concentrate supply;mine export logistics;industrial copper inputs;battery and grid supply chains;solar module supply chains;polysilicon-linked inputs;electronics imports;customs compliance workflows,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,EUFN,iShares MSCI Europe Financials ETF,financial_sanctions,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2014_crimea_financial_sanctions,LNG carriers;energy producers;marine insurers;banks;gas utilities;shipbuilders;energy companies;industrial exporters;trade finance providers;logistics firms,Russian Arctic LNG cargoes;ice-class LNG carrier availability;energy trade finance;marine insurance coverage;Asian LNG procurement;Russia-linked trade finance;cross-border payment flows;energy-sector financing;sanctions compliance systems,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,MA,Mastercard Incorporated,payment_networks,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2014_crimea_financial_sanctions,LNG carriers;energy producers;marine insurers;banks;gas utilities;shipbuilders;energy companies;industrial exporters;trade finance providers;logistics firms,Russian Arctic LNG cargoes;ice-class LNG carrier availability;energy trade finance;marine insurance coverage;Asian LNG procurement;Russia-linked trade finance;cross-border payment flows;energy-sector financing;sanctions compliance systems,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,V,Visa Inc,payment_networks,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2014_crimea_financial_sanctions,LNG carriers;energy producers;marine insurers;banks;gas utilities;shipbuilders;energy companies;industrial exporters;trade finance providers;logistics firms,Russian Arctic LNG cargoes;ice-class LNG carrier availability;energy trade finance;marine insurance coverage;Asian LNG procurement;Russia-linked trade finance;cross-border payment flows;energy-sector financing;sanctions compliance systems,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20240624_eu_russian_lng_transshipment_ban,EU sanctions package bans Russian LNG transshipment services through EU territory,XLF,Financial Select Sector SPDR Fund,financial_sanctions,sector_proxy,case_2023_arctic_lng_russian_energy_shipping_sanctions;case_2014_crimea_financial_sanctions,LNG carriers;energy producers;marine insurers;banks;gas utilities;shipbuilders;energy companies;industrial exporters;trade finance providers;logistics firms,Russian Arctic LNG cargoes;ice-class LNG carrier availability;energy trade finance;marine insurance coverage;Asian LNG procurement;Russia-linked trade finance;cross-border payment flows;energy-sector financing;sanctions compliance systems,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20240306_true_confidence_attack,Houthi anti-ship missile strikes M/V True Confidence in Gulf of Aden,ITA,iShares U S Aerospace & Defense ETF,defense,sector_proxy,case_1987_1988_tanker_war_reflagging;case_2023_south_china_sea_shipping_tensions,tanker operators;energy producers;marine insurers;logistics providers;defense contractors;container shipping companies;electronics manufacturers,Persian Gulf tanker routes;crude oil cargo schedules;marine war-risk insurance;energy shipping logistics;South China Sea trade lanes;Asia container shipping routes;marine insurance coverage;regional electronics supply chains,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20240306_true_confidence_attack,Houthi anti-ship missile strikes M/V True Confidence in Gulf of Aden,LMT,Lockheed Martin Corporation,defense,sector_proxy,case_1987_1988_tanker_war_reflagging;case_2023_south_china_sea_shipping_tensions,tanker operators;energy producers;marine insurers;logistics providers;defense contractors;container shipping companies;electronics manufacturers,Persian Gulf tanker routes;crude oil cargo schedules;marine war-risk insurance;energy shipping logistics;South China Sea trade lanes;Asia container shipping routes;marine insurance coverage;regional electronics supply chains,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,EUFN,iShares MSCI Europe Financials ETF,financial_sanctions,sector_proxy,case_2018_iran_oil_sanctions_reimposition;case_2019_cosco_shipping_sanctions_tanker_market;case_2018_iran_swift_restrictions,crude oil;tanker operators;refiners;marine insurers;banks;petrochemical producers;energy traders;freight brokers;payment networks;oil shippers,Iranian crude exports;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;crude tanker chartering;sanctions-screened oil cargoes;marine insurance approvals;energy trade payments;Iran oil trade payments;cross-border banking channels;oil shipping compliance documentation,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,MA,Mastercard Incorporated,payment_networks,sector_proxy,case_2018_iran_oil_sanctions_reimposition;case_2019_cosco_shipping_sanctions_tanker_market;case_2018_iran_swift_restrictions,crude oil;tanker operators;refiners;marine insurers;banks;petrochemical producers;energy traders;freight brokers;payment networks;oil shippers,Iranian crude exports;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;crude tanker chartering;sanctions-screened oil cargoes;marine insurance approvals;energy trade payments;Iran oil trade payments;cross-border banking channels;oil shipping compliance documentation,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
validation_v3,v3_20241203_iran_shadow_fleet_sanctions,U.S. sanctions Iranian shadow-fleet petroleum transport entities and vessels,V,Visa Inc,payment_networks,sector_proxy,case_2018_iran_oil_sanctions_reimposition;case_2019_cosco_shipping_sanctions_tanker_market;case_2018_iran_swift_restrictions,crude oil;tanker operators;refiners;marine insurers;banks;petrochemical producers;energy traders;freight brokers;payment networks;oil shippers,Iranian crude exports;oil tanker routes;refinery feedstock sourcing;shipping insurance services;trade finance channels;crude tanker chartering;sanctions-screened oil cargoes;marine insurance approvals;energy trade payments;Iran oil trade payments;cross-border banking channels;oil shipping compliance documentation,False,True,possible_false_downgrade,"Supporting cases contain asset-type/category text overlapping the asset/node metadata, but the current direct historical support rules did not upgrade this exposure."
